idx,Run0,Run1,Run2,Run3,Run4
0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.0
40000,0.0,0.0,0.26666666666666666,0.0,0.0
50000,0.0,0.0,0.0,0.26666666666666666,0.0
60000,0.0,0.0,0.0,0.0,0.0
70000,0.0,0.0,0.0,0.0,0.06666666666666667
80000,0.0,0.0,0.0,0.0,0.0
90000,0.0,0.0,0.0,0.0,0.0
100000,0.0,0.0,0.0,0.0,0.0
110000,0.0,0.26666666666666666,0.0,0.0,0.0
120000,0.0,0.0,0.0,0.0,0.0
130000,0.0,0.0,0.0,0.0,0.0
140000,0.0,0.0,0.0,0.0,0.0
150000,0.26666666666666666,0.0,0.0,0.0,0.0
160000,0.0,0.0,0.0,0.0,0.0
170000,0.0,0.0,0.0,0.26666666666666666,0.0
180000,0.26666666666666666,0.0,0.0,0.13333333333333333,0.26666666666666666
190000,0.0,0.0,0.0,0.26666666666666666,0.0
200000,0.0,0.0,0.0,0.0,0.0
210000,0.0,0.0,0.0,0.0,0.0
220000,0.0,0.0,0.0,0.0,0.0
230000,0.0,0.0,0.0,0.0,0.0
240000,0.0,0.13333333333333333,0.0,0.0,0.0
250000,0.0,0.13333333333333333,0.0,0.0,0.0
260000,0.0,0.13333333333333333,0.0,0.0,0.0
270000,0.0,0.13333333333333333,0.0,0.0,0.0
280000,0.0,0.13333333333333333,0.0,0.0,0.0
290000,0.0,0.13333333333333333,0.0,0.0,0.0
300000,0.0,0.0,0.0,0.0,0.0
310000,0.0,0.0,0.0,0.0,0.0
320000,0.0,0.0,0.0,0.0,0.0
330000,0.0,0.0,0.0,0.0,0.0
340000,0.0,0.0,0.0,0.0,0.0
350000,0.0,0.0,0.0,0.0,0.0
360000,0.0,0.0,0.0,0.0,0.0
370000,0.0,0.0,0.0,0.0,0.0
380000,0.0,0.13333333333333333,0.0,0.0,0.0
390000,0.0,0.13333333333333333,0.0,0.0,0.0
400000,0.0,0.13333333333333333,0.0,0.0,0.0
410000,0.0,0.13333333333333333,0.0,0.0,0.0
420000,0.0,0.13333333333333333,0.0,0.13333333333333333,0.26666666666666666
430000,0.0,0.13333333333333333,0.0,0.13333333333333333,0.26666666666666666
440000,0.0,0.4,0.0,0.13333333333333333,0.0
450000,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666
460000,0.0,0.0,0.0,0.13333333333333333,0.0
470000,0.0,0.0,0.0,0.13333333333333333,0.0
480000,0.0,0.0,0.0,0.13333333333333333,0.0
490000,0.0,0.0,0.0,0.13333333333333333,0.0
500000,0.0,0.26666666666666666,0.0,0.0,0.0
510000,0.0,0.26666666666666666,0.0,0.0,0.0
520000,0.0,0.0,0.0,0.4,0.0
530000,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0
540000,0.0,0.3333333333333333,0.0,0.13333333333333333,0.26666666666666666
550000,0.0,0.26666666666666666,0.0,0.6,0.26666666666666666
560000,0.26666666666666666,0.26666666666666666,0.0,0.6,0.0
570000,0.0,0.26666666666666666,0.0,0.5333333333333333,0.0
580000,0.0,0.3333333333333333,0.0,0.5333333333333333,0.0
590000,0.06666666666666667,0.3333333333333333,0.0,0.6,0.0
600000,0.0,0.3333333333333333,0.0,0.4666666666666667,0.26666666666666666
610000,0.0,0.3333333333333333,0.0,0.7333333333333333,0.26666666666666666
620000,0.06666666666666667,0.3333333333333333,0.0,0.6,0.26666666666666666
630000,0.06666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.26666666666666666
640000,0.06666666666666667,0.3333333333333333,0.0,0.7333333333333333,0.26666666666666666
650000,0.2,0.26666666666666666,0.26666666666666666,0.7,0.3333333333333333
660000,0.0,0.3333333333333333,0.26666666666666666,0.4,0.3333333333333333
670000,0.0,0.3333333333333333,0.0,0.13333333333333333,0.3333333333333333
680000,0.06666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.26666666666666666
690000,0.0,0.06666666666666667,0.0,0.6,0.26666666666666666
700000,0.06666666666666667,0.3333333333333333,0.0,0.06666666666666667,0.26666666666666666
710000,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666
720000,0.0,0.06666666666666667,0.0,0.06666666666666667,0.26666666666666666
730000,0.4666666666666667,0.3333333333333333,0.0,0.2,0.26666666666666666
740000,0.0,0.06666666666666667,0.0,0.06666666666666667,0.26666666666666666
750000,0.26666666666666666,0.3333333333333333,0.0,0.06666666666666667,0.0
760000,0.2,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.0
770000,0.0,0.06666666666666667,0.26666666666666666,0.0,0.26666666666666666
780000,0.0,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333
790000,0.0,0.06666666666666667,0.0,0.0,0.3333333333333333
800000,0.0,0.3333333333333333,0.26666666666666666,0.0,0.3333333333333333
810000,0.0,0.3333333333333333,0.26666666666666666,0.2,0.06666666666666667
820000,0.0,0.3333333333333333,0.0,0.0,0.0
830000,0.0,0.06666666666666667,0.06666666666666667,0.2,0.0
840000,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0
850000,0.0,0.3333333333333333,0.0,0.2,0.0
860000,0.13333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333
870000,0.0,0.4,0.0,0.06666666666666667,0.4
880000,0.0,0.0,0.0,0.0,0.13333333333333333
890000,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666
900000,0.0,0.26666666666666666,0.0,0.13333333333333333,0.26666666666666666
910000,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
920000,0.0,0.3333333333333333,0.0,0.0,0.0
930000,0.0,0.3333333333333333,0.0,0.06666666666666667,0.0
940000,0.0,0.4666666666666667,0.0,0.06666666666666667,0.26666666666666666
950000,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0
960000,0.0,0.26666666666666666,0.0,0.13333333333333333,0.0
970000,0.0,0.26666666666666666,0.0,0.2,0.13333333333333333
980000,0.0,0.4666666666666667,0.0,0.4666666666666667,0.26666666666666666
990000,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666
1000000,0.0,0.4,0.0,0.06666666666666667,0.26666666666666666
1010000,0.2,0.6,0.4666666666666667,0.7333333333333333,0.5333333333333333
1020000,0.3333333333333333,0.7333333333333333,0.4666666666666667,0.7333333333333333,0.6
1030000,0.7333333333333333,0.7333333333333333,0.4666666666666667,0.7333333333333333,0.6
1040000,0.7333333333333333,0.7333333333333333,0.6,0.7333333333333333,0.8333333333333334
1050000,0.6,0.7333333333333333,0.6,0.7333333333333333,0.8333333333333334
1060000,0.7333333333333333,0.7333333333333333,0.6,0.7333333333333333,0.8333333333333334
1070000,0.7333333333333333,0.7333333333333333,0.6,0.7333333333333333,0.8333333333333334
1080000,0.7333333333333333,0.7333333333333333,0.6,0.7333333333333333,0.7
1090000,0.7333333333333333,0.7333333333333333,0.6,0.7333333333333333,0.8333333333333334
1100000,0.7333333333333333,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1110000,0.7333333333333333,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1120000,0.7333333333333333,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1130000,0.7333333333333333,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1140000,0.7333333333333333,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1150000,0.7,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1160000,0.8333333333333334,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1170000,0.8333333333333334,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1180000,0.8333333333333334,0.8333333333333334,0.6,0.7333333333333333,0.8333333333333334
1190000,0.8333333333333334,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1200000,0.8333333333333334,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1210000,0.8333333333333334,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1220000,0.8333333333333334,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1230000,0.7,0.8333333333333334,0.4666666666666667,0.8333333333333334,0.8333333333333334
1240000,0.7,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1250000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1260000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1270000,0.8666666666666667,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1280000,1.0,0.8333333333333334,0.4666666666666667,0.7,0.8333333333333334
1290000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.7
1300000,0.8666666666666667,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1310000,0.8666666666666667,0.8333333333333334,0.4666666666666667,0.8333333333333334,0.8333333333333334
1320000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1330000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1340000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.7
1350000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1360000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1370000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1380000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1390000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.7
1400000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.7
1410000,0.8666666666666667,0.8333333333333334,0.4666666666666667,0.8333333333333334,0.8333333333333334
1420000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.7
1430000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.7
1440000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1450000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1460000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1470000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.7
1480000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1490000,1.0,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1500000,0.8666666666666667,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1510000,0.7333333333333333,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1520000,0.4,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334
1530000,0.7333333333333333,0.7,0.6,0.7666666666666667,0.5666666666666667
1540000,0.5333333333333333,0.7,0.4,0.43333333333333335,0.7
1550000,0.36666666666666664,0.6333333333333333,0.4,0.3333333333333333,0.7
1560000,0.3333333333333333,0.36666666666666664,0.13333333333333333,0.2,0.4666666666666667
1570000,0.3333333333333333,0.23333333333333334,0.13333333333333333,0.06666666666666667,0.4666666666666667
1580000,0.0,0.36666666666666664,0.13333333333333333,0.06666666666666667,0.4666666666666667
1590000,0.0,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.4666666666666667
1600000,0.26666666666666666,0.23333333333333334,0.0,0.13333333333333333,0.4666666666666667
1610000,0.0,0.23333333333333334,0.0,0.0,0.4666666666666667
1620000,0.0,0.1,0.0,0.0,0.4666666666666667
1630000,0.0,0.1,0.0,0.0,0.4
1640000,0.0,0.1,0.0,0.0,0.26666666666666666
1650000,0.0,0.1,0.06666666666666667,0.0,0.4
1660000,0.0,0.1,0.06666666666666667,0.0,0.4666666666666667
1670000,0.0,0.1,0.0,0.0,0.4666666666666667
1680000,0.0,0.1,0.0,0.0,0.4666666666666667
1690000,0.0,0.1,0.0,0.0,0.26666666666666666
1700000,0.0,0.1,0.0,0.13333333333333333,0.26666666666666666
1710000,0.0,0.1,0.0,0.0,0.13333333333333333
1720000,0.0,0.0,0.0,0.0,0.4
1730000,0.0,0.0,0.0,0.0,0.4
1740000,0.0,0.0,0.0,0.0,0.4
1750000,0.0,0.1,0.0,0.0,0.4
1760000,0.0,0.0,0.0,0.0,0.4
1770000,0.0,0.0,0.0,0.0,0.4
1780000,0.0,0.0,0.0,0.0,0.4
1790000,0.0,0.0,0.0,0.0,0.13333333333333333
1800000,0.0,0.0,0.0,0.0,0.13333333333333333
1810000,0.0,0.0,0.0,0.0,0.0
1820000,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333
1830000,0.0,0.0,0.0,0.0,0.13333333333333333
1840000,0.0,0.1,0.0,0.0,0.0
1850000,0.0,0.1,0.0,0.0,0.0
1860000,0.0,0.1,0.0,0.0,0.0
1870000,0.0,0.0,0.0,0.0,0.0
1880000,0.0,0.0,0.0,0.0,0.0
1890000,0.0,0.0,0.0,0.0,0.13333333333333333
1900000,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333
1910000,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333
1920000,0.0,0.13333333333333333,0.0,0.0,0.0
1930000,0.0,0.13333333333333333,0.0,0.0,0.0
1940000,0.0,0.13333333333333333,0.0,0.0,0.0
1950000,0.0,0.13333333333333333,0.0,0.0,0.0
1960000,0.0,0.13333333333333333,0.0,0.0,0.0
1970000,0.0,0.13333333333333333,0.0,0.0,0.0
1980000,0.26666666666666666,0.23333333333333334,0.0,0.0,0.0
1990000,0.0,0.23333333333333334,0.0,0.0,0.0
1998848,0.0,0.23333333333333334,0.0,0.0,0.0
