idx,Run0,Run1,Run2,Run3,Run4
0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.0
40000,0.0,0.0,0.0,0.0,0.0
50000,0.0,0.0,0.0,0.13333333333333333,0.0
60000,0.0,0.0,0.0,0.06666666666666667,0.0
70000,0.0,0.0,0.23333333333333334,0.1,0.23333333333333334
80000,0.0,0.1,0.23333333333333334,0.0,0.0
90000,0.0,0.0,0.06666666666666667,0.4666666666666667,0.23333333333333334
100000,0.23333333333333334,0.1,0.6,0.3,0.0
110000,0.1,0.1,0.4,0.16666666666666666,0.0
120000,0.06666666666666667,0.23333333333333334,0.43333333333333335,0.43333333333333335,0.4666666666666667
130000,0.0,0.16666666666666666,0.36666666666666664,0.1,0.26666666666666666
140000,0.0,0.4666666666666667,0.3333333333333333,0.23333333333333334,0.8333333333333334
150000,0.1,0.4,0.7,0.7333333333333333,0.8333333333333334
160000,0.4,0.4,0.16666666666666666,0.7333333333333333,0.36666666666666664
170000,1.0,0.7666666666666667,0.5333333333333333,0.6,0.13333333333333333
180000,0.6333333333333333,0.5333333333333333,0.5,0.6333333333333333,0.8
190000,0.16666666666666666,0.6333333333333333,0.6333333333333333,0.8666666666666667,0.8333333333333334
200000,0.6333333333333333,0.8333333333333334,0.3333333333333333,0.7666666666666667,0.7
210000,0.8333333333333334,0.6666666666666666,0.8666666666666667,1.0,0.8333333333333334
220000,0.5,0.6333333333333333,0.7666666666666667,1.0,0.7
230000,0.6333333333333333,0.7,0.5,0.8,0.8333333333333334
240000,0.8,1.0,0.26666666666666666,0.8333333333333334,0.7666666666666667
250000,0.4666666666666667,0.43333333333333335,0.8666666666666667,0.6,1.0
260000,0.7333333333333333,1.0,0.8666666666666667,0.6666666666666666,0.8333333333333334
270000,0.6333333333333333,0.5333333333333333,0.9,0.7666666666666667,0.6333333333333333
280000,1.0,1.0,0.9,0.5666666666666667,1.0
290000,0.9,1.0,1.0,1.0,0.9
300000,0.23333333333333334,0.9,1.0,0.8666666666666667,0.23333333333333334
310000,0.16666666666666666,0.4666666666666667,1.0,0.8333333333333334,1.0
320000,0.26666666666666666,1.0,0.5,0.4,1.0
330000,0.9,1.0,0.8666666666666667,0.5333333333333333,0.9333333333333333
340000,0.8666666666666667,1.0,1.0,0.9,1.0
350000,0.7666666666666667,0.7666666666666667,1.0,1.0,1.0
360000,0.7,1.0,1.0,1.0,0.3333333333333333
370000,1.0,1.0,1.0,1.0,0.8
380000,0.8666666666666667,1.0,1.0,1.0,0.8666666666666667
390000,1.0,1.0,1.0,0.8666666666666667,1.0
400000,1.0,1.0,1.0,0.9,1.0
410000,0.8,1.0,1.0,1.0,1.0
420000,0.7,1.0,0.7666666666666667,1.0,0.7333333333333333
430000,0.8666666666666667,0.5333333333333333,0.9333333333333333,1.0,1.0
440000,1.0,0.26666666666666666,0.8,1.0,1.0
450000,0.7666666666666667,1.0,1.0,0.4,1.0
460000,1.0,1.0,1.0,1.0,1.0
470000,1.0,0.7666666666666667,1.0,0.9,0.8666666666666667
480000,1.0,0.9,1.0,1.0,0.6333333333333333
490000,0.4,1.0,1.0,1.0,1.0
500000,1.0,1.0,1.0,1.0,0.9
500000,1.0,1.0,1.0,1.0,0.9
