idx,Run0,Run1
0,0.7666666666666667,1.0
10000,1.0,1.0
20000,1.0,1.0
30000,0.9333333333333333,0.9
40000,0.7333333333333333,1.0
50000,1.0,0.8666666666666667
60000,0.7333333333333333,0.8666666666666667
70000,1.0,0.5666666666666667
80000,0.8333333333333334,1.0
90000,0.5,0.7666666666666667
100000,0.7,0.7666666666666667
110000,0.43333333333333335,0.43333333333333335
120000,0.7666666666666667,0.43333333333333335
130000,1.0,0.5
140000,0.5666666666666667,0.16666666666666666
150000,0.8666666666666667,0.23333333333333334
160000,0.3333333333333333,0.5
170000,0.26666666666666666,0.5
180000,0.3333333333333333,0.3333333333333333
190000,0.3333333333333333,0.6
200000,0.16666666666666666,0.3333333333333333
210000,0.3333333333333333,0.43333333333333335
220000,0.3333333333333333,0.0
230000,0.16666666666666666,0.16666666666666666
240000,0.36666666666666664,0.0
250000,0.8,0.06666666666666667
260000,0.23333333333333334,0.06666666666666667
270000,0.3333333333333333,0.3333333333333333
280000,0.06666666666666667,0.16666666666666666
290000,0.1,0.06666666666666667
300000,0.7333333333333333,0.06666666666666667
310000,0.6333333333333333,0.3333333333333333
320000,0.26666666666666666,0.0
330000,0.16666666666666666,0.0
340000,0.26666666666666666,0.0
350000,0.16666666666666666,0.0
360000,0.3333333333333333,0.0
370000,0.0,0.16666666666666666
380000,0.16666666666666666,0.0
390000,0.06666666666666667,0.0
400000,0.16666666666666666,0.0
410000,0.16666666666666666,0.0
420000,0.3333333333333333,0.0
430000,0.16666666666666666,0.16666666666666666
440000,0.26666666666666666,0.0
450000,0.1,0.26666666666666666
460000,0.0,0.13333333333333333
470000,0.0,0.0
480000,0.0,0.0
490000,0.0,0.0
500000,0.0,0.0
500000,0.0,0.0
