rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,train/ent_coef,time/time_elapsed,time/fps,train/actor_loss,train/ent_coef_loss,time/episodes,train/critic_loss,rollout/ep_len_mean,train/n_updates,time/total_timesteps
0.27,0.0005,-24.577851719999998,0.04649031534790993,276,31,23.57207489013672,1.0430151224136353,396,2.4863905906677246,16.15,8573,8674
0.27,0.0005,-24.797545320000005,0.04637505114078522,277,31,25.52818489074707,-0.9886937737464905,400,0.6897009611129761,16.04,8632,8733
0.27,0.0005,-24.435548060000006,0.04599481076002121,279,31,24.928260803222656,-1.007024884223938,404,0.46195292472839355,16.27,8712,8813
0.28,0.0005,-24.2357417,0.04554171487689018,281,31,24.611827850341797,-0.022740177810192108,408,0.47895342111587524,16.3,8775,8876
0.28,0.0005,-24.56774692,0.04547819495201111,282,31,24.132015228271484,0.4271441102027893,412,0.7403852343559265,16.14,8827,8928
0.29,0.0005,-24.476990860000004,0.04543011263012886,284,31,27.089006423950195,-0.8642134666442871,416,0.3322271704673767,16.08,8889,8990
0.28,0.0005,-24.910815059999994,0.0453425832092762,285,31,23.314281463623047,0.8256435394287109,420,2.344745397567749,15.89,8942,9043
0.28,0.0005,-24.88862029,0.04536990821361542,286,31,24.579896926879883,-1.250000238418579,424,0.5917860269546509,15.89,8996,9097
0.31,0.0005,-24.14445759,0.04521850496530533,288,31,24.557933807373047,-0.02027261257171631,428,0.8612942099571228,15.84,9058,9159
0.3,0.0005,-24.21932318,0.0453350655734539,290,31,24.821697235107422,-0.4462849199771881,432,0.49968090653419495,15.99,9128,9229
0.29,0.0005,-24.416926349999997,0.04542776942253113,291,31,24.084381103515625,0.13225214183330536,436,2.017200231552124,16.02,9189,9290
0.29,0.0005,-24.65858257,0.04531712085008621,293,31,23.081817626953125,0.5144146680831909,440,2.2618637084960938,15.87,9246,9347
0.29,0.0005,-24.423895299999998,0.045186080038547516,295,31,25.82891082763672,0.6810998916625977,444,1.969416856765747,16.06,9320,9421
0.27,0.0005,-24.9353261,0.045560359954833984,296,31,24.255962371826172,-0.7379185557365417,448,1.3216158151626587,16.03,9385,9486
0.26,0.0005,-25.2801096,0.04555671289563179,298,31,23.733444213867188,0.46781793236732483,452,1.3434560298919678,16.02,9444,9545
0.25,0.0005,-25.604734360000005,0.04516790807247162,299,32,24.354801177978516,-0.36921942234039307,456,0.7012323141098022,15.96,9503,9604
0.24,0.0005,-25.826833350000005,0.045077528804540634,301,32,23.67546844482422,0.09435337036848068,460,0.9531599283218384,15.95,9563,9664
0.24,0.0005,-25.82484064,0.045051999390125275,303,32,24.174724578857422,-0.7728369235992432,464,0.7092908620834351,15.95,9638,9739
0.24,0.0005,-25.89006911,0.04475830867886543,304,32,24.280864715576172,-0.4004822373390198,468,0.3678171634674072,15.87,9694,9795
0.27,0.0005,-25.19537994,0.04401266202330589,306,32,24.182472229003906,1.2693308591842651,472,0.45774558186531067,15.86,9765,9866
0.25,0.0005,-25.98356156,0.04433772712945938,307,32,24.52672576904297,-0.36400294303894043,476,0.8288892507553101,15.73,9820,9921
0.25,0.0005,-25.954392689999995,0.04433517903089523,309,32,25.400440216064453,-0.10532316565513611,480,1.6181879043579102,15.84,9893,9994
0.26,0.0005,-25.86324894,0.044321078807115555,323,31,23.973155975341797,0.5122364163398743,484,0.5934814810752869,15.69,9947,10048
0.26,0.0005,-25.99811324,0.044433023780584335,324,31,24.64725112915039,-0.45597440004348755,488,0.264851450920105,15.61,10001,10102
0.26,0.0005,-25.917113260000004,0.044244155287742615,326,31,23.460927963256836,1.1233947277069092,492,1.8814778327941895,15.69,10071,10172
0.25,0.0005,-26.380313929999996,0.044054675847291946,328,31,22.817066192626953,0.9318047761917114,496,0.8897062540054321,15.56,10129,10230
0.24,0.0005,-26.451997919999993,0.04401490092277527,329,31,24.727624893188477,0.8455771207809448,500,0.34836292266845703,15.69,10201,10302
0.25,0.0005,-26.494954410000002,0.04443271458148956,331,31,24.283321380615234,0.07714931666851044,504,0.8307332992553711,15.52,10264,10365
0.25,0.0005,-26.376885819999995,0.044834963977336884,333,31,25.249034881591797,0.07578103244304657,508,1.3595099449157715,15.59,10334,10435
0.26,0.0005,-25.937177589999997,0.04470513388514519,334,31,24.60390281677246,0.4424653649330139,512,1.070260763168335,15.7,10397,10498
0.23,0.0005,-26.648810859999998,0.04438924044370651,336,31,24.218406677246094,0.1340695172548294,516,1.3516476154327393,15.72,10461,10562
0.23,0.0005,-26.646627259999995,0.044614020735025406,337,31,25.36650848388672,-0.30723097920417786,520,0.4026307761669159,15.74,10516,10617
0.24,0.0005,-26.095602409999998,0.04430598393082619,339,31,22.890914916992188,-0.9454647898674011,524,2.186782121658325,15.94,10590,10691
0.22,0.0005,-26.641524940000004,0.04387112334370613,341,31,24.37213134765625,-1.3731428384780884,528,0.5468841791152954,15.94,10652,10753
0.22,0.0005,-26.78918266,0.043624259531497955,342,31,24.759300231933594,0.4483466148376465,532,0.47554951906204224,15.86,10714,10815
0.23,0.0005,-26.590850080000006,0.04350711405277252,344,31,24.277368545532227,-0.06424617767333984,536,0.670005202293396,15.84,10773,10874
0.22,0.0005,-26.797857700000005,0.043429285287857056,346,31,24.89368438720703,-1.7332637310028076,540,0.7916765213012695,15.9,10836,10937
0.21,0.0005,-27.017351500000004,0.0430711954832077,348,31,24.223243713378906,-1.3039095401763916,544,0.5618680715560913,15.88,10908,11009
0.22,0.0005,-26.827746089999994,0.04267158731818199,349,31,22.359718322753906,0.5355173349380493,548,1.1417279243469238,15.85,10970,11071
0.22,0.0005,-26.70829426,0.042219728231430054,351,31,24.037799835205078,-0.3895072340965271,552,1.7610969543457031,15.89,11033,11134
0.21,0.0005,-26.886920480000004,0.04235367849469185,353,31,22.979873657226562,0.30119794607162476,556,1.7579213380813599,15.92,11095,11196
0.22,0.0005,-26.56430851,0.04220925271511078,354,31,22.355762481689453,0.5457044839859009,560,0.7710251808166504,16.02,11165,11266
0.22,0.0005,-26.65354268,0.04170970246195793,356,31,25.905078887939453,-1.1286193132400513,564,0.23751308023929596,15.89,11227,11328
0.23,0.0005,-26.3390868,0.0413515605032444,358,31,23.53069496154785,-0.32017719745635986,568,0.7813395261764526,15.93,11287,11388
0.22,0.0005,-26.6428757,0.04100877419114113,359,31,23.395347595214844,0.4589053988456726,572,0.9804657697677612,15.91,11356,11457
0.21,0.0005,-26.81533512,0.04139431193470955,361,31,24.67333221435547,-0.7706779837608337,576,0.32751280069351196,15.98,11418,11519
0.21,0.0005,-27.033799329999997,0.041821159422397614,363,31,24.113449096679688,0.11832084506750107,580,0.4963268041610718,15.84,11477,11578
0.22,0.0005,-26.613677189999997,0.04210653901100159,364,31,23.700422286987305,-0.4737190008163452,584,0.7833365201950073,15.96,11543,11644
0.21,0.0005,-26.830437490000005,0.042309846729040146,366,31,22.545076370239258,-1.3865373134613037,588,1.3181853294372559,16.0,11601,11702
0.2,0.0005,-27.150073169999995,0.04200161248445511,367,31,23.6691837310791,-0.1871214509010315,592,0.3011958599090576,15.91,11662,11763
0.21,0.0005,-26.917427060000005,0.04257556423544884,369,32,23.649335861206055,-0.5271031856536865,596,0.9054473042488098,15.86,11715,11816
0.22,0.0005,-26.919662310000003,0.0427565723657608,370,32,23.631328582763672,0.6847965717315674,600,0.5636413097381592,15.74,11775,11876
0.22,0.0005,-26.788022779999995,0.04325291886925697,372,32,21.899126052856445,-0.7806515097618103,604,0.7230446338653564,15.77,11841,11942
0.21,0.0005,-27.169185539999994,0.04322919622063637,373,32,23.202913284301758,0.14467474818229675,608,0.5044206976890564,15.68,11902,12003
0.2,0.0005,-27.374075310000002,0.04346269369125366,375,32,23.652252197265625,0.14263875782489777,612,0.7666789293289185,15.66,11963,12064
0.2,0.0005,-27.518712930000003,0.04345637932419777,376,32,23.951478958129883,-0.6224380731582642,616,0.8738478422164917,15.62,12023,12124
0.19,0.0005,-27.691674969999998,0.04286101087927818,378,32,24.235733032226562,0.8103508949279785,620,0.35979652404785156,15.71,12087,12188
0.18,0.0005,-28.10939431,0.042944736778736115,379,32,23.6632080078125,0.2217714488506317,624,0.44611698389053345,15.64,12154,12255
0.17,0.0005,-28.26455244,0.043685104697942734,381,32,23.76638412475586,-0.7783527374267578,628,0.23890705406665802,15.71,12223,12324
0.17,0.0005,-28.270414309999996,0.043629784137010574,383,32,23.171295166015625,-0.570487380027771,632,0.647084653377533,15.67,12281,12382
0.16,0.0005,-28.48673047,0.04357271268963814,384,32,24.714385986328125,-0.6457886695861816,636,0.9389277696609497,15.67,12340,12441
0.15,0.0005,-28.57487538,0.04408140853047371,386,32,23.940547943115234,0.10694235563278198,640,1.702480435371399,15.72,12408,12509
0.15,0.0005,-28.658035840000004,0.04408034309744835,388,32,23.599475860595703,-0.5099728107452393,644,0.3059648871421814,15.69,12477,12578
0.14,0.0005,-28.87346238,0.04369090870022774,390,32,24.726276397705078,-0.1026555672287941,648,0.2773263156414032,15.69,12539,12640
0.14,0.0005,-28.82939049,0.044173937290906906,391,32,23.658790588378906,0.40921327471733093,652,0.2685703635215759,15.73,12606,12707
0.13,0.0005,-29.253468110000004,0.04416276142001152,393,32,24.748210906982422,0.8853453397750854,656,0.4050937294960022,15.63,12658,12759
0.12,0.0005,-29.520156259999993,0.04391297325491905,395,32,24.87519073486328,0.24479520320892334,660,2.011122703552246,15.59,12724,12825
0.15,0.0005,-28.83447023,0.044059090316295624,397,32,23.68016815185547,0.3685968816280365,664,0.429033100605011,15.65,12792,12893
0.14,0.0005,-29.16608695,0.043611492961645126,398,32,23.72779655456543,0.936149537563324,668,0.141305610537529,15.58,12845,12946
0.12,0.0005,-29.713838369999998,0.043670330196619034,400,32,23.844703674316406,-0.7886368036270142,672,0.6437621712684631,15.51,12907,13008
0.13,0.0005,-29.31430113,0.04378259927034378,402,32,23.91514778137207,-0.8595317602157593,676,1.693794846534729,15.54,12972,13073
0.14,0.0005,-29.12890787,0.042951665818691254,404,32,21.948511123657227,0.28987765312194824,680,1.9352306127548218,15.53,13030,13131
0.14,0.0005,-29.006030850000005,0.04343213513493538,406,32,24.32096290588379,0.8510175943374634,684,0.6580977439880371,15.57,13100,13201
0.16,0.0005,-28.446374480000003,0.04321092739701271,407,32,23.605640411376953,0.9399079084396362,688,0.5846894979476929,15.55,13156,13257
0.17,0.0005,-28.223930199999995,0.04355630278587341,409,32,24.53234100341797,0.3831212520599365,692,1.3661195039749146,15.55,13217,13318
0.18,0.0005,-27.896533899999994,0.04341699555516243,411,32,23.3309326171875,0.05477042496204376,696,1.5164109468460083,15.64,13279,13380
0.17,0.0005,-27.900875499999998,0.0432719811797142,413,32,23.109153747558594,0.7434921264648438,700,0.3873797059059143,15.75,13350,13451
0.15,0.0005,-28.439366919999998,0.04338223859667778,415,32,25.656396865844727,0.22103150188922882,704,0.205455020070076,15.78,13419,13520
0.16,0.0005,-28.053972670000004,0.04272890463471413,417,32,23.541297912597656,0.1951783299446106,708,0.944851815700531,15.85,13487,13588
0.18,0.0005,-27.465397969999998,0.042957864701747894,419,32,23.194034576416016,-0.09946763515472412,712,0.4147842824459076,15.94,13557,13658
0.18,0.0005,-27.441219400000005,0.04268111288547516,421,32,24.551170349121094,-0.36090001463890076,716,0.5957062244415283,15.94,13617,13718
0.19,0.0005,-27.001265580000005,0.04264139011502266,423,32,23.15340805053711,0.7166023254394531,720,0.29646334052085876,16.01,13688,13789
0.2,0.0005,-26.77960748,0.042119842022657394,425,32,24.185489654541016,0.6325157284736633,724,0.1530541181564331,15.95,13749,13850
0.2,0.0005,-27.051164179999997,0.042269494384527206,426,32,23.476381301879883,-0.41305017471313477,728,0.18918398022651672,15.75,13798,13899
0.22,0.0005,-26.352632929999995,0.0418153777718544,428,32,22.9005184173584,-0.4889766275882721,732,0.905005156993866,15.91,13872,13973
0.21,0.0005,-26.6630441,0.04112720116972923,429,32,21.4666748046875,0.39530548453330994,736,0.46965643763542175,15.87,13927,14028
0.21,0.0005,-26.81373058,0.040892500430345535,431,32,24.62439727783203,0.24812260270118713,740,0.844132125377655,15.79,13987,14088
0.22,0.0005,-26.68627645,0.04125039651989937,433,32,23.77876853942871,0.5896310210227966,744,0.43417656421661377,15.68,14045,14146
0.25,0.0005,-25.815215180000006,0.040904153138399124,435,32,22.470603942871094,-0.4184609651565552,748,0.8341449499130249,15.77,14116,14217
0.25,0.0005,-25.788027980000006,0.0413716696202755,436,32,24.27526092529297,-0.3797810971736908,752,0.4641934037208557,15.74,14180,14281
0.26,0.0005,-25.380421330000004,0.041917890310287476,438,32,24.86693572998047,0.10562370717525482,756,1.0119754076004028,15.84,14242,14343
0.26,0.0005,-25.547495280000007,0.041965555399656296,439,32,22.727802276611328,0.6033730506896973,760,0.6849586367607117,15.75,14299,14400
0.24,0.0005,-26.004879060000004,0.04215271398425102,441,32,24.318042755126953,-0.4152408838272095,764,0.1674334704875946,15.73,14365,14466
0.24,0.0005,-25.884623500000004,0.04293631762266159,443,32,24.78396987915039,0.011387959122657776,768,1.605325698852539,15.88,14433,14534
0.25,0.0005,-25.63948698,0.0423327311873436,445,32,23.520648956298828,-0.3241284489631653,772,0.4835618734359741,15.9,14497,14598
0.24,0.0005,-26.0566823,0.0421140119433403,447,32,25.609403610229492,-0.6872638463973999,776,0.4962638020515442,15.88,14560,14661
0.25,0.0005,-25.71848096999999,0.04195248335599899,448,32,24.811161041259766,-0.2889314889907837,780,0.699892520904541,15.88,14618,14719
0.23,0.0005,-26.445251009999996,0.04244512319564819,450,32,24.004085540771484,-0.9735682606697083,784,0.26958638429641724,15.71,14671,14772
0.22,0.0005,-26.707484400000002,0.04138641804456711,451,32,24.823394775390625,-1.20261812210083,788,0.2969669699668884,15.82,14738,14839
0.21,0.0005,-27.10414336,0.04104248061776161,453,32,24.26563262939453,0.07213668525218964,792,0.21386969089508057,15.8,14797,14898
0.19,0.0005,-27.58186698,0.040153756737709045,455,32,25.274333953857422,-1.3658496141433716,796,0.24459491670131683,15.88,14867,14968
