idx,Run0,Run1
0,-61.06832738800803,-238.7247842560642
10000,-43.0516704535198,-48.9641154543375
20000,-44.2503718508179,-45.57352996698704
30000,-47.41590582579256,-45.69399976950956
40000,-45.39352483353693,-55.891881635142106
50000,-48.029822062780106,-47.0469208322769
60000,-46.509788784185005,-64.1128051308046
70000,-46.36189375473074,-96.51853506430731
80000,-47.531244375323986,-47.82806153742447
90000,-47.95613090946721,-50.489466551446
100000,-46.41590407560597,-53.17359119501678
110000,-48.25897589578323,-50.95395127696191
120000,-48.532492814977445,-59.4495403368556
130000,-47.72514585396668,-49.97217571890328
140000,-50.11496354609428,-50.706871772837985
150000,-47.66962575466213,-119.13972266946026
160000,-48.81920963056576,-48.170217157352845
170000,-47.11599097745604,-48.91575653277817
180000,-48.29126793094687,-49.246588834825026
190000,-47.981834500997444,-49.04203985753209
200000,-47.47155139278719,-48.25963315862105
210000,-47.79675973174883,-47.32070441280209
220000,-46.38029799792069,-48.405916868190246
230000,-48.33107635976076,-48.99582451489461
240000,-46.70411493723506,-47.00818980118431
250000,-46.56464649454289,-46.46554282903919
260000,-46.9918798963347,-47.40702468862171
270000,-47.10076896591216,-51.136186290229006
280000,-47.3881793992473,-48.38320923578051
290000,-47.259315834861255,-48.63211014129013
300000,-46.54469365166848,-50.05313509818496
310000,-46.41199192756972,-46.420040359692706
320000,-46.79355870096852,-47.31884392143162
330000,-46.911430158513774,-46.59716440421384
340000,-45.34906591378954,-46.29849923346869
350000,-47.472742522148245,-45.902651645746445
360000,-46.4202413870531,-47.18517720424327
370000,-45.87477747900597,-48.36545064193054
380000,-47.12007776589233,-47.56592211035983
390000,-47.810197125000656,-47.72571728923269
400000,-48.04365742786116,-49.11341302350473
410000,-47.694322588076254,-49.271940564220685
420000,-47.81222009652616,-47.32923799020524
430000,-47.38073584066004,-46.44191530164124
440000,-47.252039992233435,-46.18741654854321
450000,-47.35962673839387,-47.724082345910375
460000,-47.50670990678507,-49.22866560179525
470000,-47.04934135628123,-46.65505130014443
480000,-47.63447207715147,-46.44059527530713
490000,-47.45611322984298,-46.77775270409209
500000,-45.822094379749814,-47.512970108801134
500000,-45.81739764938482,-47.75367655342532
