idx,Run0,Run1
0,-81.25868325091119,-316.86722599236816
10000,-52.52692997789355,-47.11406381433473
20000,-51.5494430052497,-44.33962799771972
30000,-49.32982360223709,-46.10134890444679
40000,-48.21203063069281,-46.427725322074615
50000,-47.85097315022916,-44.125531355097294
60000,-43.78000281572222,-43.54215160821066
70000,-44.51107268974644,-36.52885230339066
80000,-45.73012076793693,-39.22109568167365
90000,-44.88117538688862,-39.07119902525747
100000,-44.445789193139156,-38.36863759161565
110000,-44.14571592197444,-38.37890065854737
120000,-44.12023711850056,-39.7559404480354
130000,-44.083654827627086,-38.974190812387036
140000,-44.528832995415996,-35.86004270274387
150000,-44.051242513026345,-41.194002759193495
160000,-43.88337482354944,-38.32155599889648
170000,-45.09378026155709,-38.00851245470278
180000,-45.14845580106905,-37.28375019347665
190000,-44.05664804754911,-38.40221380344112
200000,-43.7925219917283,-37.32655644422628
210000,-44.7742721397435,-37.62732485553594
220000,-43.65564088380308,-37.25807000611606
230000,-43.5625803046361,-37.67246477703855
240000,-43.22075628280721,-36.893716847241414
250000,-39.34554582033681,-35.984318450973895
260000,-44.719083321766824,-36.71712861746444
270000,-43.67178652805338,-37.35187395470198
280000,-44.372450866869706,-37.74325007211967
290000,-43.612712818096604,-37.630456857838496
300000,-43.20707235668461,-36.75753708405158
310000,-44.45932784364722,-36.89332488045014
320000,-44.72376708555307,-37.476154440336245
330000,-43.9924185373137,-39.9161590265783
340000,-43.73590608767718,-37.718585810655796
350000,-44.71399383488211,-37.08559170397681
360000,-43.95241740760251,-37.54504483548904
370000,-41.916615575331555,-40.5550289018693
380000,-43.87927761298455,-36.56622647991517
390000,-43.56352119697892,-37.868043851923204
400000,-43.60354604406617,-36.737515138468915
410000,-43.47062051211636,-36.63481337168524
420000,-43.32233622353138,-36.89356506884981
430000,-43.661360566058896,-37.10263148855561
440000,-43.306794299116675,-37.3177385137785
450000,-43.49232739737093,-36.933283979465905
460000,-43.7810294815344,-37.371841733317815
470000,-46.60620434788622,-37.01503001429675
480000,-40.253716945613384,-36.687188029996456
490000,-43.87286007027815,-37.140314079602405
500000,-43.21307494763841,-37.192088312461195
500000,-42.999980234031995,-37.21123642722326
