idx,Run0,Run1,Run2
0,49.361787787552444,50.28436824470488,73.30295935876717
10000,12.537745541400243,7.973737459722956,11.14833175756056
20000,19.126732011773086,14.161039270045766,13.921753664298105
30000,16.9973065287752,16.038010169435495,14.402718878539313
40000,21.37728127711774,11.71949603762963,16.738692850308432
50000,17.385946129307886,12.228552412910062,15.405464261696775
60000,16.44631824884891,14.84025332669665,14.681616100205016
70000,16.646867246737838,17.413616343151773,14.115238842275195
80000,20.233561081047753,15.43585641455728,13.150335878181473
90000,14.339421150937662,16.088218465015707,17.241961282724944
100000,13.601445797709841,12.421009928669344,14.70200075420948
110000,13.653709655067255,10.385257976185883,10.425164607566638
120000,14.191234198715152,10.721214645140822,16.433547540719015
130000,12.387580281033134,12.753002441888578,15.556150354679563
140000,12.803248431405619,8.660028934186425,12.448998749410476
150000,37.564365374039056,8.594830396944085,9.865086938238267
160000,9.963989660630986,6.094607495211977,11.485928193579683
170000,12.696364928422271,9.212825882605953,10.600933144439981
180000,11.078488346525157,8.472415607610344,11.452907713102698
190000,10.484986650008294,15.8503939769631,10.207765177643532
200000,6.415651973309332,10.463662071619932,8.033058705141375
210000,9.46673040623927,8.497589431792672,10.467323665899567
220000,8.298677455188953,6.731616929071393,6.682648869072451
230000,9.011026899470549,6.810460340838111,6.423812533563087
240000,9.278905332423966,8.073331304433394,8.45129292907618
250000,7.061498862734112,6.233856084464462,7.408401416924417
260000,10.165282594927778,6.9364253800240965,7.946634142488323
270000,7.235001615616064,7.59618165860187,7.128584476590938
280000,12.011334782135112,7.804818564231696,10.787321728946198
290000,7.101951548769584,6.500667062699387,8.901098680987234
300000,7.777275505108187,14.206958005345236,7.625580195759587
310000,7.752304782768837,6.940151770536986,13.887928600795945
320000,7.9319213076232105,7.135119094172322,7.185521900540728
330000,9.67019313463226,11.670404586096826,15.21128714002839
340000,7.992468938703761,5.47348264337098,8.808275515043423
350000,11.32547473525975,9.175313048791885,9.987969717956664
360000,5.3596790159495935,14.42240325199645,16.983724080410013
370000,11.021449923247458,6.811993235807883,9.443830811307807
380000,8.804964623109212,9.402051760672267,9.146009372907258
390000,9.046871797266622,8.173705488009354,7.861032460867667
400000,4.867439773935723,8.432247257937084,6.955815217809311
410000,10.003937360470227,13.651060656552271,6.672352960499349
420000,6.798454841930309,4.885244494776767,6.450735677480999
430000,13.016113907724906,8.109968177149852,8.82353954634149
440000,10.307962215926715,6.491427637686679,5.648768854331618
