idx,Run0
0,57.09257847372294
10000,5.720603639998068
20000,5.584433989109186
30000,5.809157896784954
40000,6.302060113379859
50000,6.3721350679813185
60000,6.826946840508238
70000,6.837466801994838
80000,7.203881685135024
90000,7.542113504452051
100000,6.875805234009041
110000,8.974988438574721
120000,7.538563940032826
130000,8.401894377623032
140000,6.122497452315886
150000,5.674657252412358
160000,5.286480461726971
170000,6.807239931743151
180000,6.954696071434807
190000,6.228406726742954
200000,4.504777192183737
210000,8.498316473353617
220000,9.41587763005616
230000,7.729529506699968
240000,8.520838104494041
250000,9.30849224922264
260000,11.65352254507388
270000,8.303468037588624
280000,8.263582160802697
290000,15.061095491167258
300000,5.370913699017514
310000,10.978485629789462
320000,10.083406569797516
330000,5.733365882105621
340000,11.437032621358263
350000,10.314764021790792
360000,7.365103250089813
370000,8.307676666956082
380000,9.455418086085274
390000,4.546598090493517
400000,7.963558069812531
410000,8.993265063254222
420000,5.909285379089893
430000,6.392128069180676
440000,6.7946041571785365
450000,9.58864879967454
460000,7.445131561184854
470000,7.357176268899947
480000,5.553982252983599
490000,8.912798841548275
500000,9.969393190479076
510000,7.539891240073735
520000,4.671263027012519
530000,13.090012059776404
540000,13.484467233327042
550000,13.722796687429959
560000,10.406899744768658
570000,11.847876224484736
580000,11.441299305987569
590000,14.072149314056302
600000,12.232851828098564
610000,10.64444912206398
620000,13.463194253292919
630000,11.010257654866388
640000,8.30435330406505
650000,10.029191226096371
660000,12.737535279842081
670000,12.726008355506604
680000,6.201582383438692
690000,14.547077008267788
700000,7.810898190599307
710000,7.768760159818125
720000,9.256281908644008
730000,10.945991163423757
740000,5.058900072188354
750000,9.00690488327417
760000,9.830968403454987
770000,9.652766694136341
780000,7.665085461741455
790000,10.205399466202742
800000,11.271829783319491
810000,8.154893798972155
820000,7.6284422040251085
830000,5.618951647218911
840000,6.038862096325685
850000,14.462156495742235
860000,12.21232804882742
870000,12.637598182154663
880000,11.823051387892624
890000,16.837289993557597
900000,11.000814522802289
910000,7.5632449793526035
920000,11.018096898024671
930000,10.02242660227805
940000,5.539002524621166
950000,10.517294621420403
960000,13.854249882203323
970000,10.8077170274987
980000,13.483956412799836
990000,13.234482657219214
1000000,11.715856597064791
1010000,8.753715437658977
1020000,10.43491120331649
1030000,14.170503430056582
1040000,12.143253860010315
1050000,10.385833757283836
1060000,14.449125971875665
1070000,12.35537819622109
1080000,12.71173423944279
1090000,15.882179224641268
1100000,18.75810088299893
1110000,14.34793996618804
1120000,12.279381681435941
1130000,14.479739395313244
1140000,13.468080396119076
1150000,12.901410496076505
1160000,13.78055235375778
1170000,10.951072330500924
1180000,12.96906038735266
1190000,14.455685363596597
1200000,15.412037642226144
1210000,15.87975897827419
1220000,15.765078923655562
1230000,18.57549811540811
1240000,19.264008535975606
1250000,13.483740172274175
1260000,17.407015727076818
1270000,14.30182728007837
1280000,13.52508412482721
1290000,14.5422444563331
1300000,14.415179011565426
1310000,11.866508372822413
1320000,16.799028075548026
1330000,12.208940420666902
1340000,14.691540920566313
1350000,11.631154448878174
1360000,14.514610962768613
1370000,13.02161962452496
1380000,14.29421954458662
1390000,14.204391823970967
1400000,13.131840668203415
1410000,15.414595502331585
1420000,11.627667272525153
1430000,14.26408570075862
1440000,13.895677123267907
1450000,14.03086958488139
1460000,14.408134418228805
1470000,11.296109844507717
1480000,9.668575104986935
1490000,11.02127081139719
1500000,10.729450269986605
1510000,15.135831567348575
1520000,10.463794270966039
1530000,9.865078767774309
1540000,13.77685426321487
1550000,9.79167280562984
1560000,9.059679852732602
1570000,14.314250687296832
1580000,14.536280054471035
1590000,14.474251492591625
1600000,9.545959322066604
1610000,13.000780763618103
1620000,18.108831612435296
1630000,8.642854026121503
1640000,11.520277086039714
1650000,6.347687832373394
1660000,10.761072492025374
1670000,16.33018166209938
1680000,8.844779169910414
1690000,11.518349690428897
1700000,11.933796683754029
1710000,11.369534791348105
1720000,8.42501978807271
1730000,5.44337160741578
1740000,5.601819387523991
1750000,5.190098590370172
1760000,6.086667565600232
1770000,4.745224005385675
1780000,25.65003621397905
1790000,9.464848848809055
1800000,9.038946076544706
1810000,7.725933121178828
1820000,24.508544843011112
1830000,21.622745459212698
1840000,10.421003953821177
1850000,14.537811301402115
1860000,6.938480222421136
1870000,8.249335966479387
1880000,8.550984565029033
1890000,19.405797072730604
1900000,6.324553194199392
1910000,9.633333164124114
1920000,10.049961948509772
1930000,15.077794839751213
1940000,7.254458895457107
1950000,11.639714651370639
1960000,27.225280651721366
1970000,14.524213045423263
1980000,22.191453766397533
1990000,11.27932878181538
2000000,13.085514605208461
