idx,Run0
0,-152.37886419310604
10000,-42.44812259129091
20000,-36.922969863689225
30000,-37.17836963872944
40000,-39.28074275557749
50000,-40.46426005134044
60000,-38.78891004961518
70000,-40.51075643317425
80000,-39.840789057952456
90000,-42.654407108377654
100000,-41.51572167980878
110000,-40.757356368803514
120000,-40.442681801567794
130000,-40.96113926988742
140000,-40.3267657772522
150000,-39.991158827710926
160000,-38.415656562750414
170000,-39.81790403766899
180000,-40.56524576055834
190000,-40.09113161131328
200000,-40.36707900290385
210000,-38.63365741753144
220000,-40.782137790944496
230000,-39.33016246489242
240000,-39.45402334631669
250000,-39.37627487194454
260000,-40.37544013053157
270000,-40.056938861492064
280000,-37.612863680188624
290000,-38.90207659999821
300000,-41.37036723012745
310000,-38.29864768477002
320000,-38.57919753438326
330000,-39.30967215386625
340000,-39.27761637942364
350000,-38.71037012476827
360000,-39.82433698494811
370000,-38.801054243090086
380000,-38.501965100144595
390000,-39.765590691190056
400000,-40.585138648807515
410000,-39.73665014312901
420000,-38.17462462208594
430000,-38.72568024419602
440000,-39.38841628602685
450000,-39.8898491025707
460000,-41.57239882571125
470000,-38.39433346727385
480000,-40.28617467827628
490000,-36.0380308068331
500000,-39.940223603005805
510000,-39.498809173008
520000,-33.31273230451423
530000,-30.22777748235159
540000,-30.974559064707343
550000,-33.00735792094063
560000,-29.724299140730555
570000,-33.96030643928064
580000,-29.74310140552765
590000,-32.49205232781124
600000,-28.48283604853486
610000,-24.303524647246476
620000,-26.742253017535273
630000,-28.969262935742847
640000,-29.396633713711722
650000,-27.60943506207088
660000,-31.262779102302616
670000,-30.43875144457135
680000,-31.699801859571615
690000,-33.87850695843684
700000,-31.2264053866615
710000,-27.736204051391383
720000,-29.129876027520478
730000,-27.858538259331837
740000,-26.166081615182613
750000,-28.487083305457755
760000,-28.459921947452294
770000,-30.113311593353437
780000,-31.49971811961669
790000,-25.973936383619154
800000,-37.60898640012888
810000,-41.80635098361012
820000,-28.15548602741278
830000,-26.896014606854788
840000,-29.52307913015329
850000,-35.21512186138135
860000,-27.90823941014945
870000,-26.796222503731325
880000,-26.229797013161832
890000,-28.088328580189476
900000,-28.74185270551723
910000,-27.715991264858626
920000,-27.012771474322122
930000,-27.26915516413851
940000,-26.598186169450493
950000,-26.845983207030084
960000,-28.381708617652365
970000,-28.9035366715696
980000,-30.798788483571418
990000,-35.51739450394444
1000000,-28.646345370614608
1010000,-26.596524910071782
1020000,-22.175212941962762
1030000,-23.681198668245464
1040000,-23.002863817214344
1050000,-23.427847677162838
1060000,-25.943421057694536
1070000,-26.856111306572906
1080000,-23.79394539898764
1090000,-22.111143116649632
1100000,-24.76062918212779
1110000,-18.8960848359764
1120000,-17.998570776367522
1130000,-20.310234181422107
1140000,-23.022141630748134
1150000,-22.08924253282859
1160000,-19.40472971945212
1170000,-22.79656312092312
1180000,-24.09656084514658
1190000,-21.028230502780907
1200000,-22.110662890483987
1210000,-28.871179849010357
1220000,-27.923351820737572
1230000,-25.829642915014368
1240000,-30.915245271127286
1250000,-21.574072753774182
1260000,-22.611565189741068
1270000,-19.899988630575738
1280000,-21.264643698138013
1290000,-27.70817664826349
1300000,-19.293004686214093
1310000,-21.872583452337203
1320000,-22.037533268940287
1330000,-21.669972873412828
1340000,-24.230347251737378
1350000,-24.030409116527483
1360000,-22.73383676773965
1370000,-24.237971460771345
1380000,-20.70465181374301
1390000,-21.340932803395425
1400000,-22.984540092332956
1410000,-23.10267729225803
1420000,-21.24188052832629
1430000,-20.26117163446581
1440000,-24.47953576655935
1450000,-21.70970314800613
1460000,-23.092096987029972
1470000,-22.19077214715397
1480000,-22.20143760110478
1490000,-21.775770435499123
1500000,-19.465957453578902
1510000,-25.623677493291982
1520000,-23.55325940994634
1530000,-34.60438163787305
1540000,-29.155888918211613
1550000,-22.142057648189063
1560000,-38.536559167057156
1570000,-27.43496193714923
1580000,-32.736241895850306
1590000,-35.325034829653795
1600000,-52.7467923247052
1610000,-60.47140328936502
1620000,-58.05969453606143
1630000,-57.811791681679885
1640000,-62.2832083881336
1650000,-56.703570987110716
1660000,-56.86472780541962
1670000,-40.38089948855458
1680000,-40.70610498594102
1690000,-53.030015514761665
1700000,-51.66845655024086
1710000,-39.84272127790108
1720000,-40.78705199528079
1730000,-52.32265857074539
1740000,-50.583933825903806
1750000,-51.67997490441369
1760000,-53.284556798869566
1770000,-52.450368736446464
1780000,-50.0717276785596
1790000,-45.053866045131066
1800000,-49.059368915656165
1810000,-39.07299932473143
1820000,-58.53176698304674
1830000,-58.92697441805816
1840000,-55.42128582922342
1850000,-47.23846907718646
1860000,-38.79423183568812
1870000,-58.30223473431103
1880000,-52.75331234127829
1890000,-60.04537162571135
1900000,-52.171320522651484
1910000,-55.681338629631824
1920000,-60.45706867291492
1930000,-57.807174268616066
1940000,-52.87733060351863
1950000,-53.69147291723808
1960000,-65.7167606062841
1970000,-62.191962188595376
1980000,-73.91120741233344
1990000,-74.50856430800829
2000000,-50.47321470913563
