idx,Run0
0,0.0
10000,0.0
20000,0.0
30000,0.13333333333333333
40000,0.1
50000,0.1
60000,0.1
70000,0.13333333333333333
80000,0.4666666666666667
90000,0.5333333333333333
100000,0.4
110000,0.36666666666666664
120000,0.5666666666666667
130000,0.6
140000,0.5333333333333333
150000,0.3
160000,0.26666666666666666
170000,0.36666666666666664
180000,0.5666666666666667
190000,0.26666666666666666
200000,0.5
210000,0.4
220000,0.13333333333333333
230000,0.5333333333333333
240000,0.5666666666666667
250000,0.3333333333333333
260000,0.43333333333333335
270000,0.5
280000,0.5333333333333333
290000,0.5
300000,0.5
310000,0.4666666666666667
320000,0.5666666666666667
330000,0.7
340000,0.6666666666666666
350000,0.6
360000,0.23333333333333334
370000,0.5333333333333333
380000,0.5666666666666667
390000,0.0
400000,0.5666666666666667
410000,0.6
420000,0.2
430000,0.8333333333333334
440000,0.5666666666666667
450000,0.7666666666666667
460000,0.6333333333333333
470000,0.6666666666666666
480000,0.5333333333333333
490000,0.03333333333333333
500000,0.8
