idx,Run0
0,-159.6123855346855
10000,-42.420823171270094
20000,-39.44401086502322
30000,-29.23154492011032
40000,-29.102533015970135
50000,-29.331657282358353
60000,-28.90973057740814
70000,-27.08653684139741
80000,-22.821928565291422
90000,-18.6122477499186
100000,-20.811962176382576
110000,-22.35423067524384
120000,-18.078494157602133
130000,-18.9441372158366
140000,-18.046400272757815
150000,-22.594816297270334
160000,-25.052171499488022
170000,-22.57922727003659
180000,-17.112802659225206
190000,-29.276080595153083
200000,-19.212274573701475
210000,-21.382898167976727
220000,-30.512683803840112
230000,-21.794773039656285
240000,-22.468067677534705
250000,-23.724345581831837
260000,-23.099644718998004
270000,-24.056102332182647
280000,-18.52422850817981
290000,-17.59063931669336
300000,-17.71705732179389
310000,-18.56018334470478
320000,-16.240346835715982
330000,-13.481451311855876
340000,-15.35778529808828
350000,-15.556102482313296
360000,-26.09622012550919
370000,-18.205798998559988
380000,-20.281588958290918
390000,-34.284453713676776
400000,-16.211377449590543
410000,-16.038077526392037
420000,-26.04053699066861
430000,-11.580392948483002
440000,-18.256772278869864
450000,-12.419614600719022
460000,-14.816350230361582
470000,-13.787707077536256
480000,-16.892319568889253
490000,-41.336840103803674
500000,-11.289546501766592
