idx,Run0
0,0.0
10000,0.0
20000,0.0
30000,0.37267799624996495
40000,0.33993463423951903
50000,0.24944382578492943
60000,0.4714045207910317
70000,0.33993463423951903
80000,0.4
90000,0.4422166387140533
100000,0.4714045207910317
110000,0.4898979485566357
120000,0.48189440982669857
130000,0.4955356249106168
140000,0.37267799624996495
150000,0.4714045207910317
160000,0.4955356249106168
170000,0.48189440982669857
180000,0.458257569495584
190000,0.4422166387140533
200000,0.4714045207910317
210000,0.4955356249106168
220000,0.4229525846816506
230000,0.4818944098266986
240000,0.5
250000,0.5
260000,0.40000000000000013
270000,0.49888765156985887
280000,0.4898979485566357
290000,0.4898979485566357
300000,0.5
310000,0.5
320000,0.49888765156985887
330000,0.49888765156985887
340000,0.49553562491061676
350000,0.49888765156985887
360000,0.4714045207910317
370000,0.5
380000,0.4714045207910317
390000,0.3
400000,0.4422166387140533
410000,0.4818944098266986
420000,0.45825756949558394
430000,0.458257569495584
440000,0.4422166387140533
450000,0.42295258468165065
460000,0.4714045207910317
470000,0.5
480000,0.4714045207910317
490000,0.0
500000,0.4818944098266986
