idx,Run0,Run0,Run1,Run1,Run2,Run2,Run3,Run3,Run4,Run4
0,21.358368033310136,21.358368033310136,51.7290543363043,51.7290543363043,53.2113137897905,53.2113137897905,22.00622715404452,22.00622715404452,47.2497227673615,47.2497227673615
10000,50.90778176547489,50.90778176547489,7.716657554676156,7.716657554676156,19.517745214352523,19.517745214352523,32.48361113089203,32.48361113089203,33.45327429070849,33.45327429070849
20000,53.99125264721434,53.99125264721434,29.62128515526757,29.62128515526757,24.276541847722374,24.276541847722374,52.691380826091645,52.691380826091645,31.111264467395557,31.111264467395557
30000,40.7573555933891,40.7573555933891,31.107951711725498,31.107951711725498,24.715095274579333,24.715095274579333,51.601220423644406,51.601220423644406,58.54621778644961,58.54621778644961
40000,73.80429967907484,73.80429967907484,21.128863408544145,21.128863408544145,13.87144127033454,13.87144127033454,51.07320658697856,51.07320658697856,42.90701386932922,42.90701386932922
50000,62.149865856198936,62.149865856198936,34.57020014284454,34.57020014284454,19.228965721571168,19.228965721571168,41.99990072227351,41.99990072227351,52.61474762342739,52.61474762342739
60000,49.21742406917391,49.21742406917391,54.541892727871215,54.541892727871215,56.13993065605151,56.13993065605151,47.27026172346311,47.27026172346311,54.98087900399213,54.98087900399213
70000,4.7245125030583095,4.7245125030583095,72.67572199205131,72.67572199205131,67.68183256610786,67.68183256610786,77.21348396147064,77.21348396147064,69.11194495819183,69.11194495819183
80000,5.188067829431475,5.188067829431475,46.222189286104026,46.222189286104026,44.013411817622114,44.013411817622114,57.16588800016204,57.16588800016204,59.24312138598683,59.24312138598683
90000,5.043576120040521,5.043576120040521,33.821770372267785,33.821770372267785,56.665245636300526,56.665245636300526,4.7390385064808545,4.7390385064808545,59.763203306671365,59.763203306671365
100000,22.969479370918275,22.969479370918275,27.409566929787935,27.409566929787935,58.524508680028866,58.524508680028866,5.770067259374581,5.770067259374581,55.00301266553313,55.00301266553313
110000,21.48686727537972,21.48686727537972,31.323463966834105,31.323463966834105,51.37134083489825,51.37134083489825,4.618249159736864,4.618249159736864,47.89363493820501,47.89363493820501
120000,23.736600850778952,23.736600850778952,15.98507914413682,15.98507914413682,46.413854427267864,46.413854427267864,3.4132284028056286,3.4132284028056286,45.379259861451274,45.379259861451274
130000,24.81541827229466,24.81541827229466,4.421146359829053,4.421146359829053,26.15367843068905,26.15367843068905,5.526390429615917,5.526390429615917,23.640333645695897,23.640333645695897
140000,23.446764447994497,23.446764447994497,29.278374218218048,29.278374218218048,5.878664774409612,5.878664774409612,6.167446648722245,6.167446648722245,5.835845451337817,5.835845451337817
150000,22.24243796742531,22.24243796742531,26.005175182116187,26.005175182116187,6.195204813638834,6.195204813638834,6.8459784461760425,6.8459784461760425,31.397288045004913,31.397288045004913
160000,31.39442527153757,31.39442527153757,8.077287838045535,8.077287838045535,17.994223945244084,17.994223945244084,6.555449006952432,6.555449006952432,27.794584754891904,27.794584754891904
170000,26.38197797256935,26.38197797256935,5.939026741155132,5.939026741155132,24.234482441410588,24.234482441410588,25.63884125212809,25.63884125212809,28.543191670429987,28.543191670429987
180000,28.27950347748327,28.27950347748327,7.043177198733038,7.043177198733038,26.871507379133362,26.871507379133362,26.205407259906714,26.205407259906714,24.414529842916583,24.414529842916583
190000,24.744642101357734,24.744642101357734,6.435218229207928,6.435218229207928,24.071610030086415,24.071610030086415,27.997026351098466,27.997026351098466,36.161914014440896,36.161914014440896
200000,35.22625120720176,35.22625120720176,28.718738135337073,28.718738135337073,26.98458416017776,26.98458416017776,23.994471684375085,23.994471684375085,38.910128979450526,38.910128979450526
210000,16.003777764663635,16.003777764663635,25.30365932347194,25.30365932347194,28.515724367971192,28.515724367971192,26.29342229213276,26.29342229213276,34.259343710009425,34.259343710009425
220000,10.268505085685593,10.268505085685593,23.830480009550868,23.830480009550868,17.74438918171355,17.74438918171355,25.78922592233476,25.78922592233476,40.360025192054586,40.360025192054586
230000,19.894415814952556,19.894415814952556,23.594963735156362,23.594963735156362,23.83251489297609,23.83251489297609,30.777274313080852,30.777274313080852,39.66269055514035,39.66269055514035
240000,31.141045147782386,31.141045147782386,31.38645474405215,31.38645474405215,24.64486274907439,24.64486274907439,3.83142461688488,3.83142461688488,38.44386024446468,38.44386024446468
