idx,Run0
0,-174.6090751359569
10000,-38.98720986249169
20000,-38.853108620985495
30000,-43.28791091927674
40000,-47.42859133406003
50000,-45.01264638120395
60000,-39.5934005029949
70000,-43.834392076095654
80000,-40.55584547218354
90000,-39.79752524456703
100000,-40.15054440264675
110000,-47.140705153100505
120000,-42.30937740844527
130000,-41.82165820265791
140000,-47.574782236684165
150000,-50.66924689873919
160000,-41.05234198367512
170000,-45.12232857203073
180000,-46.37943809704124
190000,-40.17932699258184
200000,-55.18752029686798
210000,-57.899914172963584
220000,-57.15109239962633
230000,-57.917620727068915
240000,-40.90774638950891
250000,-54.84126452488819
260000,-56.25871114633878
270000,-50.65948547624959
280000,-56.677253202429775
290000,-47.14444297710484
300000,-53.47417403124486
310000,-54.02561209208252
320000,-61.966530853088514
330000,-51.30992324763596
340000,-59.22340537895639
350000,-58.136003420357994
360000,-54.51840771360273
370000,-52.24098054084322
380000,-61.552946021714284
390000,-54.976106334571554
400000,-59.43011735876655
410000,-45.930782326865966
420000,-52.67613239259827
430000,-52.17834491314182
440000,-61.977735944616946
450000,-47.06685388675185
460000,-46.81826660379658
470000,-52.61503810525185
480000,-50.389371500616335
490000,-51.940351698129305
500000,-53.54703189995162
510000,-46.87491929716802
520000,-38.16174480088029
530000,-49.260731634296846
540000,-48.08232392709877
550000,-43.60562077354152
560000,-51.617491536273924
570000,-46.29496939325632
580000,-40.6871870135941
590000,-37.52544027297719
600000,-39.92679104369683
610000,-32.52743328843051
620000,-37.46685624461371
630000,-35.91410943212032
640000,-35.37566045142913
650000,-33.126094707754454
660000,-30.263394921910596
670000,-32.44850088191291
680000,-34.43430838385628
690000,-33.77302425752859
700000,-31.589964288681053
710000,-30.79926383153657
720000,-33.55457072678341
730000,-33.31503980802636
740000,-34.75754784495941
750000,-33.31794731574977
760000,-38.17972971806873
770000,-31.941793686911947
780000,-31.958696765081307
790000,-30.875199290485703
800000,-26.257868430395334
810000,-27.27020556228693
820000,-26.96312081802349
830000,-23.611608698244762
840000,-30.081339689644267
850000,-25.33122213087311
860000,-25.63415038171879
870000,-25.056750497806735
880000,-25.40891563907982
890000,-28.550587794909354
900000,-25.2470908650478
910000,-24.615755477409078
920000,-23.038100865457544
930000,-35.36601546450456
940000,-20.664626454545765
950000,-23.856815631065274
960000,-21.27241339189776
970000,-33.44524241366519
980000,-20.93052478142336
990000,-22.593236309749653
1000000,-23.489220600647787
1010000,-27.654818175374167
1020000,-27.792110939632714
1030000,-30.158098245018202
1040000,-40.082511846501895
1050000,-33.87939032469209
1060000,-31.292330984180943
1070000,-27.81901529723361
1080000,-28.56301318734695
1090000,-42.251872978589766
1100000,-27.42745483832565
1110000,-25.551776854020204
1120000,-27.30589769855839
1130000,-25.725371269871165
1140000,-25.61288318172172
1150000,-24.822533577667745
1160000,-31.851350233406933
1170000,-24.317720151405798
1180000,-39.456472285757705
1190000,-23.66642152099105
1200000,-22.476622530087138
1210000,-25.87286093787395
1220000,-25.174008913283885
1230000,-25.984402078912794
1240000,-24.779911235449973
1250000,-29.78673742825526
1260000,-23.8600362456367
1270000,-23.99000761216486
1280000,-27.54961197790574
1290000,-25.659975827348806
1300000,-28.029846260333475
1310000,-30.316435453339846
1320000,-25.352394673053166
1330000,-27.77306532859582
1340000,-29.956870962874447
1350000,-32.34105056853753
1360000,-35.87014751412359
1370000,-30.895541746285666
1380000,-28.121516889829596
1390000,-33.15821005081727
1400000,-29.915411300044898
1410000,-31.403920744147236
1420000,-27.818643382641937
1430000,-40.54941497942104
1440000,-33.753061373759046
1450000,-31.119632885427258
1460000,-26.640551286746323
1470000,-33.17251993928275
1480000,-27.909919507125274
1490000,-33.77744633744979
1500000,-27.5915994579639
1510000,-26.872965536237473
1520000,-26.97403722636449
1530000,-31.39089633554115
1540000,-32.50052917329852
1550000,-36.71583586271556
1560000,-33.407465156557365
1570000,-39.29994997108534
1580000,-38.34341178621038
1590000,-33.61220433116009
1600000,-38.69804797345312
1610000,-40.46709633571785
1620000,-39.72271820331903
1630000,-36.838837193383185
1640000,-40.03455836688394
1650000,-38.428736843716564
1660000,-40.244698846695705
1670000,-38.403385712834286
1680000,-38.30773735629335
1690000,-39.120001995782836
1700000,-38.15761669036882
1710000,-38.583986894673444
1720000,-39.971679452489425
1730000,-37.026826729463586
1740000,-38.34052237704642
1750000,-36.314183382509526
1760000,-39.59672046823651
1770000,-37.538574750895506
1780000,-40.442557761452605
1790000,-39.821825368844166
1800000,-40.29665670721802
1810000,-40.11881099824257
1820000,-45.60095186337465
1830000,-38.00427079556828
1840000,-36.61073070519174
1850000,-41.036647617935884
1860000,-39.12308068370057
1870000,-38.69874417355172
1880000,-38.764170752672364
1890000,-40.597911245848344
1900000,-42.82292769667192
1910000,-39.9009100058901
1920000,-40.706196518413336
1930000,-40.024209549289
1940000,-41.74096141689587
1950000,-46.63110322282344
1960000,-39.09434580956521
1970000,-40.19795174047568
1980000,-39.59560881681952
1990000,-42.76387317561338
2000000,-41.66454892866038
