-71.84832,-9.67004,-9.63673,-13.77606,-29.36464,-29.40836
-71.03175,-23.46584,-14.66545,-13.36276,-18.00980,-17.99866
-70.11713,-41.19581,-25.62207,-18.55414,-21.48560,-21.51474
-53.66958,-34.74964,-35.89983,-40.05107,-28.97207,-28.97599
