train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/actor_loss,time/episodes,train/learning_rate,time/time_elapsed
0.20524072647094727,0.018884913995862007,1730468,0.11671951413154602,0.08,14.21,1730569,48,-27.649975989999994,16.851966857910156,98296,0.0005,35550
0.3622918426990509,0.019024129956960678,1730519,0.07830733805894852,0.07,14.16,1730620,48,-27.981237620000005,16.031028747558594,98300,0.0005,35551
-0.04964715242385864,0.019303690642118454,1730568,0.07844400405883789,0.07,14.19,1730669,48,-27.941055750000004,15.055360794067383,98304,0.0005,35551
0.06281885504722595,0.01934143528342247,1730630,0.07449226081371307,0.07,14.21,1730731,48,-27.76575716,16.267011642456055,98308,0.0005,35553
-0.1378898322582245,0.019324610009789467,1730688,0.07242849469184875,0.07,14.21,1730789,48,-27.710172850000003,17.041400909423828,98312,0.0005,35554
-0.014592170715332031,0.019101180136203766,1730767,0.2160758376121521,0.08,14.58,1730868,48,-27.00928672,15.414072036743164,98316,0.0005,35555
0.6065183877944946,0.019016506150364876,1730818,0.0646742731332779,0.07,14.6,1730919,48,-27.1899768,15.948278427124023,98320,0.0005,35556
0.021422669291496277,0.018826687708497047,1730878,0.06513316184282303,0.07,14.63,1730979,48,-27.187068729999996,16.73686408996582,98324,0.0005,35557
-0.7142545580863953,0.018496952950954437,1730941,0.05684427544474602,0.08,14.64,1731042,48,-26.853240620000005,15.577303886413574,98328,0.0005,35558
-0.5363749265670776,0.01817336492240429,1730987,0.043759144842624664,0.09,14.64,1731088,48,-26.687117039999997,16.475650787353516,98332,0.0005,35559
0.20281986892223358,0.017964165657758713,1731038,0.08036951720714569,0.08,14.61,1731139,48,-27.013754750000004,14.735954284667969,98336,0.0005,35559
-0.7653836011886597,0.01796616241335869,1731089,0.08052964508533478,0.08,14.43,1731190,48,-27.236687949999997,15.804306983947754,98340,0.0005,35560
-0.4466398358345032,0.01796654984354973,1731216,0.05705897510051727,0.08,15.03,1731317,48,-27.313759779999994,16.96654510498047,98344,0.0005,35563
-0.3068605661392212,0.017820432782173157,1731263,0.10569489747285843,0.08,14.8,1731364,48,-27.37494759,16.24370574951172,98348,0.0005,35563
-0.09712997078895569,0.017710814252495766,1731441,0.04392675310373306,0.08,16.02,1731542,48,-27.595015620000005,16.605743408203125,98352,0.0005,35566
0.04720717668533325,0.01773475669324398,1731512,0.02218686230480671,0.08,16.24,1731613,48,-27.354412880000005,15.608207702636719,98356,0.0005,35567
