idx,Run0,Run1,Run2,Run3,Run4
0,5.547057225170621,14.922595548851985,9.089724216901734,6.975036236476085,6.655650843604723
10000,3.916806610465628,2.4940961641301693,50.22572587174287,3.3556787738775258,4.349914212545721
20000,4.250108962884867,1.939789843464954,7.052061451483998,3.9580697045562196,3.3572328362093464
30000,4.191171466218929,14.888372800960713,3.962105381905023,4.36592871196984,4.842231700611232
40000,4.782875327922463,4.053424234657596,6.346000612761139,3.9753950645636222,4.499264601996764
50000,3.9060814286029273,20.953303524146595,5.956762793127152,4.259165749334893,4.295510529625535
60000,3.5088184781864418,7.279759682134974,4.306044444516088,4.021293107800315,5.73254342133355
70000,3.2371374914329674,3.915334715738761,5.442407878770084,4.377704286603082,5.635736243927072
80000,2.6122440569404426,5.705752966464967,3.2965260368831597,5.695297527852251,6.618692692083441
90000,2.3723040565895555,5.561739556518778,3.5882367592679243,4.145682369450483,5.33362969314433
100000,3.6102226223813085,4.903261717285913,3.6054315664381043,7.648180483326123,3.574683642343666
110000,3.9306083990927183,4.564609979843605,3.638648087272884,5.109662466826656,3.751352262245031
120000,2.7209825304607076,5.031420117122337,3.4247355053268542,5.837509117612049,4.312315434992069
130000,53.682734552949725,4.387241184337101,54.989706126972834,7.573874549450455,5.421483803288273
140000,4.867377429247044,4.383834373868759,8.0803898522275,9.081206147161446,4.706733905417418
150000,4.947309205118092,4.58668927342883,3.7442554859521286,3.80126187463305,5.766018821446376
160000,53.298369696157856,4.7135765270314485,15.628967798728576,3.055248458259866,3.8227562664901567
170000,6.013460136745026,4.4171562589905795,86.80789131033212,3.9519697025855707,11.606028566991927
180000,4.257829823277327,5.853643358843374,3.821445764949314,3.877080374707918,5.758946115025647
190000,3.9991346345629846,5.0522765978376185,7.199454576000277,3.99212021153241,5.4324204792198545
200000,2.9030494982529236,48.08442723722527,5.777377674219326,5.5707840094361645,4.68694627707925
210000,3.2799812226635097,47.682943189723964,3.708511935628869,3.609375499271147,5.932859635723325
220000,3.7175826422977187,44.766982054022,7.068584505055698,3.7574300066111532,3.791595781655168
230000,3.936564910822381,52.716985658054185,5.692441629763088,4.095007040609923,3.929097071624712
240000,2.8165216747130577,54.057333491440744,60.26924634379573,4.4320806262722705,4.517716878864292
250000,3.0936601698787687,8.289740970925688,3.0342218837836943,3.9357077905522475,5.3520008201348315
260000,3.3643059363339414,6.320362141407386,2.91129263524164,4.139392665276082,6.043708835942026
270000,4.594707661105046,54.274473568188164,3.857666753845345,3.8430575365119783,6.508683780047196
280000,3.3467475965327047,6.757596879985972,80.49895413214719,4.790060464681656,7.783335743263001
290000,4.577091544405243,6.738696809203198,78.26056435163161,4.203126350659341,6.854597235435008
300000,5.045839097509134,3.4213995321149184,4.349585816121204,4.2031807640569765,5.848150844981617
310000,5.433609022224478,6.120806578489917,2.5704979054195167,4.419305979150261,6.5813257030141745
320000,4.188350904454247,72.6212823832502,2.3512026124280143,4.574431192370401,7.114583347197516
330000,4.382951943039536,6.138654338091478,62.93634570652578,4.53503406615012,44.97705275747334
340000,4.7242626906364,7.083432974829519,4.219286954890439,4.65830919326981,6.126054768898707
350000,3.4618138383403565,6.614632097241871,5.63152898509579,4.454024317799667,5.18625827424661
360000,3.8849927851434227,6.959442153951686,3.2392865758097074,56.26701879575875,6.725230649083759
370000,5.651354379434172,6.497243750618212,5.154695042923653,4.547651471134382,3.843775369974539
380000,4.367159283629749,4.6723970344841055,3.0877622026471423,4.645450607819031,3.3367222756189676
390000,5.733898854909201,3.2626457975852463,4.377656871463267,4.82609010664944,6.735682895345697
400000,6.747082850592303,83.0250003271506,5.872330545939786,4.623883988426128,4.3148443567722925
410000,5.889547142268602,83.80240735231821,5.841024170618921,4.654421538148418,5.4527523649648835
420000,4.380469707721876,85.15673205862863,5.334282837209293,4.507192444733901,5.158514643854408
430000,4.033777513641906,84.9618139324127,5.128298075892792,4.60467304978271,5.2935164980120515
440000,5.497121812038354,85.47614395275444,3.173760631441457,4.24848181118912,5.526977709067224
450000,4.540974974652276,6.987879173970345,4.264014917505213,4.331430214992368,4.951416472871153
460000,4.506098123300769,6.446967233020172,6.08717405751527,4.274689822652547,5.088514331295626
470000,4.779955058355431,6.209198236189892,18.12071730615712,4.592797550157837,5.071277573140872
480000,3.785816745742407,5.90299503371332,3.9751363891289553,4.334857551332957,5.052437058225078
490000,4.308197069688914,5.538408119239402,53.679968874896986,4.580107650505169,5.22853486294512
500000,5.202783965495565,6.060482218663584,3.7758705255613534,4.358238011203564,4.442228815520633
500000,5.21080843228982,6.053116835678827,3.740589623562568,4.366729826036689,4.455183577571492
