train/actor_loss,rollout/ep_len_mean,rollout/success_rate,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,time/episodes,time/fps,train/learning_rate,train/critic_loss,time/total_timesteps,train/n_updates,time/time_elapsed
26.886625289916992,15.12,0.0,0.01782403700053692,-0.25632309913635254,-29.262195639999995,340,39,0.0005,0.12499243766069412,9791,9690,245
26.778642654418945,14.82,0.0,0.017625859007239342,-0.9673117399215698,-29.163462560000003,344,40,0.0005,0.23343028128147125,9846,9745,245
27.152435302734375,14.79,0.0,0.017403505742549896,-0.7928206920623779,-29.039551639999996,348,40,0.0005,0.44418761134147644,9899,9798,246
26.984905242919922,14.47,0.0,0.01714659482240677,-1.0779645442962646,-29.026357589999996,352,40,0.0005,0.46848833560943604,9949,9848,247
26.833412170410156,14.28,0.0,0.016938591375947,-1.378103494644165,-29.013672879999994,356,40,0.0005,0.24097245931625366,9996,9895,248
26.65317153930664,14.23,0.0,0.016696231439709663,-1.1120340824127197,-28.96156496,360,37,0.0005,0.3659024238586426,10053,9952,266
27.19481658935547,14.17,0.0,0.016453959047794342,-1.9478964805603027,-28.82644266,364,37,0.0005,0.219558984041214,10115,10014,266
27.174362182617188,14.24,0.0,0.016265807673335075,-1.4811391830444336,-28.70347474,368,37,0.0005,0.11140467971563339,10171,10070,267
26.99776840209961,14.26,0.0,0.01608600653707981,-0.8497169017791748,-28.605287850000003,372,38,0.0005,0.11916407197713852,10222,10121,268
26.324825286865234,14.46,0.0,0.015783287584781647,-2.3870010375976562,-28.552311440000004,376,38,0.0005,0.13716809451580048,10297,10196,269
26.777202606201172,14.7,0.0,0.015530307777225971,-0.357143372297287,-28.670647430000002,380,38,0.0005,0.14095257222652435,10394,10293,271
26.064613342285156,14.87,0.0,0.015325591899454594,-0.22704915702342987,-28.71471034,384,38,0.0005,0.1323782354593277,10473,10372,272
26.335935592651367,14.98,0.0,0.015136299654841423,-0.5993466973304749,-28.70385583,388,38,0.0005,0.16554859280586243,10535,10434,273
26.742008209228516,14.97,0.0,0.01496959663927555,0.32474225759506226,-28.847756789999995,392,38,0.0005,0.13090460002422333,10590,10489,273
26.69448471069336,15.02,0.0,0.014802258461713791,-2.0785279273986816,-28.819577870000003,396,38,0.0005,0.3739866316318512,10655,10554,274
26.607406616210938,14.97,0.0,0.01471339538693428,-1.656858205795288,-28.810291149999998,400,38,0.0005,0.19848015904426575,10711,10610,275
26.35974884033203,15.04,0.0,0.014634871855378151,-0.309076726436615,-28.886181710000002,404,38,0.0005,0.22393088042736053,10775,10674,276
27.121559143066406,15.07,0.0,0.014526192098855972,-1.4601476192474365,-28.86964652,408,39,0.0005,0.12893182039260864,10830,10729,277
27.078426361083984,15.13,0.0,0.014475762844085693,-0.3908396065235138,-28.95565976,412,39,0.0005,0.4198611378669739,10885,10784,278
27.036388397216797,15.02,0.0,0.014381622895598412,-1.5091208219528198,-28.96976942,416,39,0.0005,0.22829264402389526,10950,10849,279
27.05136489868164,15.08,0.0,0.014293858781456947,-1.451243281364441,-28.850827360000004,420,39,0.0005,0.18001821637153625,11011,10910,280
26.181413650512695,14.78,0.0,0.014266349375247955,-1.626739263534546,-28.833275800000006,424,39,0.0005,0.06237558647990227,11059,10958,280
26.254405975341797,14.97,0.0,0.01410435140132904,0.4186840057373047,-28.78947651,428,39,0.0005,0.05556950345635414,11125,11024,281
26.489940643310547,14.95,0.0,0.0140056312084198,0.22751224040985107,-28.738708289999998,432,39,0.0005,0.06093247979879379,11184,11083,282
26.218429565429688,15.18,0.0,0.01389306876808405,-0.02181212604045868,-28.6206932,436,39,0.0005,0.1133621335029602,11255,11154,283
26.0296630859375,15.28,0.0,0.013822653330862522,1.2218868732452393,-28.652166720000004,440,39,0.0005,0.04149993881583214,11319,11218,284
26.026321411132812,15.42,0.0,0.013806508854031563,-1.145733118057251,-28.63080259,444,39,0.0005,0.06030253320932388,11388,11287,285
25.43903350830078,15.59,0.0,0.013695062138140202,-0.32347938418388367,-28.56531816,448,39,0.0005,0.13490724563598633,11458,11357,286
25.870834350585938,15.86,0.0,0.01352274976670742,0.7206711769104004,-28.357947750000005,452,40,0.0005,0.44078922271728516,11535,11434,287
25.663421630859375,16.21,0.0,0.013313637115061283,0.6982077956199646,-28.375317109999997,456,40,0.0005,0.12537311017513275,11617,11516,288
26.088315963745117,16.41,0.0,0.013156408444046974,-0.27761709690093994,-28.17918533,460,40,0.0005,0.06135620176792145,11694,11593,290
26.374839782714844,16.48,0.0,0.013139712624251842,-0.8095573782920837,-28.14408064,464,40,0.0005,0.0861312747001648,11763,11662,291
25.661884307861328,16.69,0.0,0.013182424940168858,-0.39342954754829407,-28.147054369999996,468,40,0.0005,0.166571706533432,11840,11739,292
26.236955642700195,16.89,0.0,0.013114087283611298,2.0896449089050293,-28.26696437,472,40,0.0005,0.13896727561950684,11911,11810,293
26.442935943603516,16.75,0.0,0.01307887863367796,0.8989351391792297,-28.350659729999997,476,40,0.0005,0.24928756058216095,11972,11871,294
26.41572380065918,16.46,0.0,0.01290661096572876,0.0709625780582428,-28.068328480000005,480,40,0.0005,0.12475989013910294,12040,11939,295
26.150075912475586,16.51,0.0,0.012810568325221539,-1.9927585124969482,-27.973404579999997,484,40,0.0005,0.13864019513130188,12124,12023,296
25.366378784179688,16.72,0.0,0.012638423591852188,1.7131985425949097,-28.002696389999993,488,41,0.0005,0.3875029683113098,12207,12106,297
25.729183197021484,16.97,0.0,0.01251598447561264,-0.343708336353302,-28.041291700000002,492,41,0.0005,0.3181818723678589,12287,12186,298
25.864938735961914,17.03,0.0,0.012332869693636894,0.06319627165794373,-27.908725729999997,496,41,0.0005,0.18164753913879395,12358,12257,299
26.01394271850586,17.18,0.0,0.012121899053454399,-1.0875378847122192,-27.989681009999998,500,41,0.0005,0.12755468487739563,12429,12328,300
26.04330825805664,17.3,0.0,0.011942111887037754,-0.13656586408615112,-28.013576940000004,504,41,0.0005,0.06774198263883591,12505,12404,301
25.4910831451416,17.57,0.0,0.011719007976353168,-1.0954205989837646,-28.05984879,508,41,0.0005,0.061595041304826736,12587,12486,303
26.00145149230957,17.91,0.0,0.011400438845157623,-1.6693143844604492,-28.039536340000005,512,41,0.0005,0.20245309174060822,12676,12575,304
26.186613082885742,18.09,0.0,0.011179497465491295,-0.6738492250442505,-28.01441672,516,41,0.0005,0.08095912635326385,12759,12658,305
26.070077896118164,18.26,0.0,0.011076277121901512,0.2749440670013428,-28.206077569999998,520,41,0.0005,0.23513254523277283,12837,12736,306
25.455204010009766,18.57,0.0,0.0110136354342103,0.584682047367096,-28.332900650000003,524,41,0.0005,0.27548766136169434,12916,12815,307
26.611282348632812,18.63,0.0,0.010933560319244862,-0.18492770195007324,-28.326402219999995,528,42,0.0005,0.17684656381607056,12988,12887,308
26.884002685546875,18.72,0.0,0.010870492085814476,-1.156618595123291,-28.355608899999993,532,42,0.0005,0.1886327564716339,13056,12955,309
26.685283660888672,18.73,0.0,0.010907253250479698,-1.7414908409118652,-28.43816408,536,42,0.0005,0.13596662878990173,13128,13027,310
26.51938247680664,18.76,0.0,0.010874106548726559,-1.5180604457855225,-28.52964148,540,42,0.0005,0.25381845235824585,13195,13094,311
25.214309692382812,18.96,0.0,0.010645822621881962,2.852247714996338,-28.58982715,544,42,0.0005,0.5325969457626343,13284,13183,313
27.092906951904297,19.1,0.0,0.01064712181687355,-1.037264347076416,-28.904007269999994,548,42,0.0005,0.13140535354614258,13368,13267,314
26.912433624267578,19.25,0.0,0.010420749895274639,-1.0012011528015137,-29.109895940000005,552,42,0.0005,0.27040886878967285,13460,13359,315
26.604616165161133,19.17,0.0,0.010354994796216488,2.395718574523926,-28.94776768,556,42,0.0005,0.25619855523109436,13534,13433,316
26.102603912353516,19.17,0.0,0.010449375957250595,3.3631234169006348,-28.99934918000001,560,42,0.0005,0.10808073729276657,13611,13510,318
25.257831573486328,19.06,0.0,0.010454420000314713,2.712855815887451,-29.007526950000006,564,42,0.0005,0.227281853556633,13669,13568,318
25.423992156982422,18.97,0.0,0.01040319912135601,2.7248263359069824,-29.02133981,568,42,0.0005,0.29507726430892944,13737,13636,319
25.423755645751953,19.02,0.0,0.010486007668077946,1.9926780462265015,-28.968926240000002,572,43,0.0005,0.3384780287742615,13813,13712,320
25.0488338470459,18.98,0.0,0.010366708040237427,3.851034164428711,-28.96130979,576,43,0.0005,0.5224441885948181,13870,13769,321
29.69580841064453,18.82,0.0,0.01053142175078392,-5.205217361450195,-29.12743819,580,43,0.0005,0.6957353353500366,13922,13821,322
26.181482315063477,18.47,0.0,0.010301402769982815,8.01916217803955,-29.144110560000005,584,43,0.0005,0.44239342212677,13971,13870,323
29.064800262451172,18.11,0.0,0.010587199591100216,2.036902904510498,-29.26539545,588,43,0.0005,1.2978789806365967,14018,13917,323
26.423267364501953,17.9,0.0,0.010531226173043251,-0.6261749863624573,-29.069321999999996,592,43,0.0005,0.15295720100402832,14077,13976,324
26.117969512939453,17.89,0.0,0.010423135943710804,-0.7983182668685913,-29.197524790000003,596,43,0.0005,0.4042174816131592,14147,14046,325
26.560651779174805,17.94,0.0,0.010338994674384594,0.9142311811447144,-29.10626163,600,43,0.0005,0.16914963722229004,14223,14122,326
26.33033561706543,17.83,0.0,0.01028954703360796,0.15998126566410065,-29.117342780000005,604,43,0.0005,0.1508743017911911,14288,14187,327
26.370864868164062,17.52,0.0,0.010264373384416103,0.17141681909561157,-29.06760076,608,43,0.0005,0.16156159341335297,14339,14238,328
26.174217224121094,17.2,0.0,0.010257170535624027,-1.198573112487793,-29.038940619999995,612,43,0.0005,0.20517337322235107,14396,14295,329
26.43662452697754,17.0,0.0,0.010130838491022587,-0.9405956268310547,-29.034269900000005,616,43,0.0005,0.12282727658748627,14459,14358,330
26.409914016723633,16.89,0.0,0.010157926939427853,-0.23227256536483765,-28.815960670000003,620,43,0.0005,0.24707353115081787,14526,14425,331
25.812328338623047,16.71,0.0,0.010143019258975983,0.07873810827732086,-28.63312625,624,43,0.0005,0.17601077258586884,14587,14486,332
26.110898971557617,16.56,0.0,0.01010595727711916,0.39929869771003723,-28.66996992,628,43,0.0005,0.21147173643112183,14644,14543,333
25.88539695739746,16.55,0.0,0.0102590536698699,-0.012798547744750977,-28.644790399999998,632,44,0.0005,0.2192889004945755,14711,14610,334
25.374881744384766,16.42,0.0,0.010409689508378506,0.7007924318313599,-28.579352089999997,636,44,0.0005,0.27133694291114807,14770,14669,334
25.298307418823242,16.36,0.0,0.010460209101438522,0.6904345750808716,-28.48424627,640,44,0.0005,0.21212038397789001,14831,14730,335
25.557132720947266,16.51,0.0,0.010424009524285793,0.23339179158210754,-28.603599109999994,644,44,0.0005,0.07580035924911499,14935,14834,337
25.590805053710938,17.08,0.0,0.010250258259475231,-0.16240659356117249,-28.573194439999998,648,44,0.0005,0.1595917046070099,15076,14975,339
25.57356071472168,17.26,0.0,0.01016693003475666,-0.7561978697776794,-28.635632379999997,652,44,0.0005,0.07981793582439423,15186,15085,341
25.985973358154297,17.44,0.0,0.010189658962190151,-0.035768792033195496,-28.793719129999996,656,44,0.0005,0.11607101559638977,15278,15177,342
25.620807647705078,17.4,0.0,0.010249295271933079,-0.900935709476471,-28.798073030000005,660,44,0.0005,0.2091418206691742,15351,15250,343
25.105836868286133,17.43,0.0,0.010293330997228622,1.3185594081878662,-28.75903681000001,664,44,0.0005,0.14194178581237793,15412,15311,344
25.969074249267578,17.45,0.0,0.010351050645112991,-0.41515472531318665,-28.79891942,668,44,0.0005,0.11159297823905945,15482,15381,345
25.922115325927734,17.35,0.0,0.01032271422445774,-0.627577543258667,-28.777971200000007,672,44,0.0005,0.09182616323232651,15548,15447,346
25.246620178222656,17.48,0.0,0.010358897037804127,0.4173133373260498,-28.587422880000005,676,44,0.0005,0.14399658143520355,15618,15517,347
25.298616409301758,17.77,0.0,0.010607777163386345,2.3158693313598633,-28.37321331,680,45,0.0005,0.07571004331111908,15699,15598,348
24.707727432250977,18.18,0.0,0.011046243831515312,1.6225872039794922,-28.459880440000003,684,45,0.0005,0.20582377910614014,15789,15688,349
24.93018341064453,18.3,0.0,0.011503186076879501,1.0462017059326172,-28.30229253,688,45,0.0005,0.07713717967271805,15848,15747,350
25.373144149780273,18.41,0.0,0.011853201314806938,0.37970414757728577,-28.385750640000005,692,45,0.0005,0.1066553145647049,15918,15817,351
25.396202087402344,18.57,0.0,0.012181476689875126,-1.309981346130371,-28.335118830000006,696,45,0.0005,0.11969491839408875,16004,15903,352
25.34429931640625,18.56,0.0,0.012295523658394814,0.24008449912071228,-28.44342502,700,45,0.0005,0.11047098785638809,16079,15978,354
25.09576988220215,18.66,0.0,0.012408912181854248,-0.7751634120941162,-28.384632019999998,704,45,0.0005,0.10077205300331116,16154,16053,355
24.68198013305664,18.87,0.0,0.012703223153948784,0.7472899556159973,-28.40712631,708,45,0.0005,0.07039428502321243,16226,16125,356
25.613794326782227,19.02,0.0,0.012759754434227943,0.4762535095214844,-28.386305079999996,712,45,0.0005,0.10117383301258087,16298,16197,357
25.619855880737305,19.02,0.0,0.012827751226723194,0.4864208400249481,-28.40382966,716,45,0.0005,0.08922199159860611,16361,16260,358
25.195228576660156,19.02,0.0,0.012999709695577621,0.3815179467201233,-28.45686038,720,45,0.0005,0.16495902836322784,16428,16327,359
24.9139404296875,19.15,0.0,0.013107609935104847,1.2138952016830444,-28.559338860000004,724,45,0.0005,0.21391987800598145,16502,16401,360
26.741443634033203,19.19,0.0,0.013248958624899387,-0.4366609454154968,-28.428492220000006,728,45,0.0005,0.34594011306762695,16563,16462,361
25.963289260864258,19.32,0.0,0.013354871422052383,-0.17996886372566223,-28.509547439999995,732,45,0.0005,0.29568347334861755,16643,16542,362
25.269351959228516,19.43,0.0,0.013590002432465553,1.2183798551559448,-28.527063560000002,736,46,0.0005,0.39136406779289246,16713,16612,363
25.924222946166992,19.45,0.0,0.013773367740213871,0.6100459098815918,-28.510346950000002,740,46,0.0005,0.24598202109336853,16776,16675,364
26.053956985473633,19.19,0.0,0.013879918493330479,-0.32288360595703125,-28.308499009999995,744,46,0.0005,0.17946290969848633,16854,16753,365
25.150299072265625,18.32,0.0,0.013723451644182205,2.0790979862213135,-28.04203162,748,46,0.0005,0.23541942238807678,16908,16807,366
28.32453155517578,18.04,0.0,0.014050307683646679,-1.3391749858856201,-27.83034996,752,46,0.0005,0.6449687480926514,16990,16889,367
26.204853057861328,17.93,0.0,0.01422874629497528,1.9382628202438354,-27.71031547999999,756,46,0.0005,0.15747307240962982,17071,16970,368
25.467796325683594,17.87,0.0,0.01429439801722765,-1.490910530090332,-27.629373620000003,760,46,0.0005,0.1509687304496765,17138,17037,369
25.50771141052246,17.98,0.0,0.013943953439593315,-1.23323655128479,-27.715437870000002,764,46,0.0005,0.07016516476869583,17210,17109,370
25.432409286499023,18.02,0.0,0.013725069351494312,-0.4818563461303711,-27.59431982,768,46,0.0005,0.11091546714305878,17284,17183,371
24.99188232421875,18.05,0.0,0.01358755398541689,-0.8286594748497009,-27.506556879999998,772,46,0.0005,0.11613814532756805,17353,17252,372
25.20427894592285,17.94,0.0,0.013415633700788021,-1.192216396331787,-27.515642250000006,776,46,0.0005,0.19017240405082703,17412,17311,373
25.63819122314453,17.68,0.0,0.013306808657944202,-0.9042412638664246,-27.56359246,780,46,0.0005,0.04783377796411514,17467,17366,374
25.438831329345703,17.4,0.0,0.013134337961673737,-2.460460662841797,-27.399282600000003,784,46,0.0005,0.10577218234539032,17529,17428,375
24.929351806640625,17.52,0.0,0.01309650857001543,-0.6568772792816162,-27.27963037,788,46,0.0005,0.2215743213891983,17600,17499,376
25.191974639892578,17.54,0.0,0.01293005608022213,-0.05472879111766815,-27.16667571,792,46,0.0005,0.1562557816505432,17672,17571,377
25.23006820678711,17.22,0.0,0.012875224463641644,0.5589252710342407,-27.127306309999998,796,46,0.0005,0.07353806495666504,17726,17625,378
25.533742904663086,17.17,0.0,0.012875047512352467,-1.171948790550232,-26.91015428,800,46,0.0005,0.09344713389873505,17796,17695,379
