train/ent_coef,rollout/ep_len_mean,train/actor_loss,time/episodes,train/n_updates,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,train/learning_rate,rollout/success_rate,time/fps,rollout/ep_rew_mean,train/critic_loss
0.09436282515525818,16.45,28.460844039916992,172,4974,5075,4.460522651672363,170,0.0005,0.0,29,-39.39242385000001,4.423946380615234
0.09282985329627991,16.18,37.096946716308594,176,5052,5153,-1.167027473449707,172,0.0005,0.0,29,-39.41475899,3.677170753479004
0.09136129170656204,15.98,31.517677307128906,180,5133,5234,-2.581437587738037,175,0.0005,0.0,29,-39.37039063,2.597043037414551
0.08852250128984451,16.09,38.82060241699219,184,5208,5309,-3.300034761428833,177,0.0005,0.0,29,-39.209775320000006,3.001126766204834
0.08734551072120667,16.12,36.024478912353516,188,5274,5375,-3.1141483783721924,179,0.0005,0.0,29,-39.16390273,0.5108087658882141
0.08548835664987564,16.16,35.33576965332031,192,5341,5442,-3.357447624206543,181,0.0005,0.0,30,-39.02240537000001,1.0293015241622925
0.0838513895869255,16.12,36.11013412475586,196,5399,5500,-3.293647527694702,182,0.0005,0.0,30,-38.939033720000005,0.219972163438797
0.08229082822799683,16.0,36.566688537597656,200,5456,5557,-3.2461235523223877,184,0.0005,0.0,30,-39.08321412,0.2106574922800064
0.08082792162895203,15.84,36.46000671386719,204,5514,5615,-3.3946433067321777,186,0.0005,0.0,30,-38.87019169,0.47152048349380493
0.07926114648580551,15.77,35.568946838378906,208,5572,5673,-2.8075520992279053,187,0.0005,0.0,30,-38.78099907000001,0.9849411249160767
0.07789487391710281,15.73,35.111732482910156,212,5633,5734,-2.8750624656677246,189,0.0005,0.0,30,-38.84785301,0.43787893652915955
0.07666444778442383,15.69,36.0762825012207,216,5687,5788,-3.3481109142303467,191,0.0005,0.0,30,-38.919121360000005,0.36923930048942566
0.075342558324337,15.65,36.17890167236328,220,5741,5842,-3.4180805683135986,192,0.0005,0.0,30,-38.830355759999996,0.5256978273391724
0.07395868003368378,15.68,35.3128776550293,224,5799,5900,-2.6526894569396973,194,0.0005,0.0,30,-38.49382866,0.7204726338386536
0.07258878648281097,15.68,35.2755126953125,228,5857,5958,-3.2426598072052,195,0.0005,0.0,30,-38.427491720000006,0.500174880027771
0.0712275579571724,15.62,35.632877349853516,232,5914,6015,-3.13208270072937,197,0.0005,0.0,30,-38.31034940000001,0.8928322792053223
0.06997475773096085,15.55,35.57752227783203,236,5970,6071,-2.838573455810547,199,0.0005,0.0,30,-38.44014962,0.19956940412521362
0.06866925954818726,15.53,35.95261001586914,240,6026,6127,-3.046652317047119,200,0.0005,0.0,30,-38.45884423999999,0.5909980535507202
0.06729582697153091,15.51,36.08573913574219,244,6087,6188,-2.892091751098633,202,0.0005,0.0,30,-38.39919158,0.31168630719184875
0.06625507771968842,15.47,35.25539779663086,248,6139,6240,-2.505228042602539,203,0.0005,0.0,30,-38.23977525,0.4443204402923584
0.06519050151109695,15.39,34.947837829589844,252,6192,6293,-1.9444501399993896,205,0.0005,0.0,30,-38.076618280000005,0.4637638330459595
0.0641147568821907,15.38,36.167144775390625,256,6248,6349,-2.443535327911377,206,0.0005,0.0,30,-37.97653507,0.24321195483207703
0.06317268311977386,15.34,35.52715301513672,260,6303,6404,-2.9925270080566406,208,0.0005,0.0,30,-38.08003873,0.268031507730484
0.06198498606681824,15.35,35.11833953857422,264,6363,6464,-1.5779669284820557,210,0.0005,0.0,30,-38.01969027,0.7844318747520447
0.06103077903389931,15.16,35.86735916137695,268,6419,6520,-2.5170681476593018,211,0.0005,0.0,30,-38.14733648000001,0.4994053244590759
0.060116756707429886,14.99,35.770957946777344,272,6473,6574,-2.1264984607696533,213,0.0005,0.0,30,-38.25444179,0.3019932508468628
0.05914856493473053,14.77,35.20587158203125,276,6529,6630,-1.9361690282821655,215,0.0005,0.0,30,-37.83458075,0.6317096948623657
0.05822952091693878,14.52,35.67988586425781,280,6585,6686,-1.662560224533081,216,0.0005,0.0,30,-37.621890519999994,0.46834149956703186
0.057446252554655075,14.29,35.345062255859375,284,6637,6738,-2.3442585468292236,218,0.0005,0.0,30,-37.69735885,0.4251624643802643
0.05653953552246094,14.18,35.23478698730469,288,6692,6793,-2.3071558475494385,219,0.0005,0.0,30,-37.694190660000004,0.7077802419662476
0.05566761642694473,14.04,35.758079528808594,292,6745,6846,-2.4434633255004883,221,0.0005,0.0,30,-37.64936865000001,0.6337485909461975
0.054845914244651794,14.01,34.960201263427734,296,6800,6901,-1.8697490692138672,222,0.0005,0.0,31,-37.82874944,0.3515772819519043
0.054023563861846924,13.96,35.29552459716797,300,6852,6953,-2.140010356903076,223,0.0005,0.0,31,-37.41521259,0.34188225865364075
0.05339406430721283,13.89,34.33333969116211,304,6903,7004,-1.5909265279769897,225,0.0005,0.0,31,-37.393173870000005,0.20228853821754456
0.052689358592033386,13.81,35.0404052734375,308,6953,7054,-1.457763433456421,226,0.0005,0.0,31,-37.273388659999995,0.37164461612701416
0.05207083001732826,13.72,34.96795654296875,312,7005,7106,-1.589521884918213,227,0.0005,0.0,31,-37.21664258,0.4169592559337616
0.05143433064222336,13.72,34.37297058105469,316,7059,7160,-0.6243105530738831,229,0.0005,0.0,31,-36.81522212,0.20061080157756805
0.05094851553440094,13.71,34.973777770996094,320,7112,7213,-1.64629328250885,230,0.0005,0.0,31,-36.59510717,0.24811863899230957
0.05044569447636604,13.67,34.308631896972656,324,7166,7267,-0.6748126745223999,232,0.0005,0.0,31,-36.768970169999996,0.3008803129196167
0.049932241439819336,13.67,34.924072265625,328,7224,7325,-1.4857122898101807,233,0.0005,0.0,31,-36.88652981,0.3361521363258362
0.049305785447359085,13.67,34.33898162841797,332,7281,7382,-1.2674286365509033,235,0.0005,0.0,31,-36.821339820000006,0.16974571347236633
0.04873519763350487,13.68,34.055747985839844,336,7338,7439,-1.2270705699920654,237,0.0005,0.01,31,-36.40523415,0.1648343801498413
0.04804037883877754,13.74,33.987152099609375,340,7400,7501,-0.9301260113716125,238,0.0005,0.02,31,-35.85771036,0.15181340277194977
0.04737752676010132,13.74,33.41688537597656,344,7461,7562,-1.5104122161865234,240,0.0005,0.02,31,-35.88841637,0.4408365786075592
0.04681646451354027,13.76,33.362525939941406,348,7515,7616,-1.6522388458251953,242,0.0005,0.02,31,-35.792884560000005,0.646236002445221
0.04601336643099785,13.87,33.01319885253906,352,7579,7680,-0.7231894731521606,243,0.0005,0.02,31,-35.80251309,0.26773667335510254
0.0452193021774292,13.97,33.16053771972656,356,7645,7746,-1.1917325258255005,245,0.0005,0.02,31,-35.602167019999996,1.6448628902435303
0.04430927708745003,14.06,32.91389465332031,360,7709,7810,-0.3936316668987274,246,0.0005,0.02,31,-35.37045422,0.30386823415756226
0.04372791573405266,13.97,31.72354507446289,364,7760,7861,-2.1849162578582764,248,0.0005,0.02,31,-35.39621879,0.19217517971992493
0.04312574118375778,13.95,32.96000671386719,368,7814,7915,-1.6035081148147583,249,0.0005,0.02,31,-35.28229707,1.3549633026123047
0.04258554056286812,13.94,32.70099639892578,372,7867,7968,-1.296752691268921,250,0.0005,0.02,31,-35.12627106,0.18861930072307587
0.04182330146431923,14.06,32.66777801513672,376,7935,8036,-0.5509939193725586,252,0.0005,0.02,31,-34.75082194,0.4459085166454315
0.041395239531993866,14.02,33.70220184326172,380,7987,8088,-0.7949949502944946,254,0.0005,0.02,31,-34.76632421,0.3050194978713989
0.04098723828792572,14.01,32.224647521972656,384,8038,8139,-1.4227211475372314,255,0.0005,0.02,31,-34.73090963,0.44433510303497314
0.0403769388794899,14.1,31.5484619140625,388,8102,8203,-1.5016400814056396,257,0.0005,0.02,31,-34.70645038,0.3962264657020569
0.03955202177166939,14.32,31.723983764648438,392,8177,8278,-1.154007911682129,259,0.0005,0.02,31,-34.619891200000005,0.5046600103378296
0.03887040168046951,14.46,31.90263557434082,396,8246,8347,-1.2088323831558228,261,0.0005,0.02,31,-34.42025314000001,0.6022940874099731
0.038411542773246765,14.49,33.687408447265625,400,8301,8402,-0.8737928867340088,262,0.0005,0.02,31,-34.584389810000005,0.7290187478065491
0.03804519400000572,14.54,33.49821090698242,404,8357,8458,-0.7833531498908997,264,0.0005,0.02,32,-34.60810015,0.7666558623313904
0.03773346543312073,14.75,32.254913330078125,408,8428,8529,-1.3712255954742432,266,0.0005,0.02,32,-34.5695419,0.41449815034866333
0.037409912794828415,14.83,32.90913391113281,412,8488,8589,0.10312289744615555,267,0.0005,0.02,32,-34.76277458,0.36516767740249634
0.037092920392751694,15.03,32.20612335205078,416,8562,8663,-1.1948039531707764,269,0.0005,0.02,32,-34.63965639999999,0.2776201367378235
0.036662451922893524,15.15,32.89828872680664,420,8627,8728,0.49242568016052246,271,0.0005,0.02,32,-34.742735249999996,0.3063198924064636
0.03652343526482582,15.23,31.324892044067383,424,8689,8790,-0.5039002299308777,273,0.0005,0.02,32,-34.623215290000005,0.14203524589538574
0.036375660449266434,15.29,31.197654724121094,428,8753,8854,-0.3883666694164276,274,0.0005,0.02,32,-34.222423570000004,0.41141676902770996
0.036241497844457626,15.25,31.168018341064453,432,8806,8907,-0.24641402065753937,276,0.0005,0.02,32,-34.2754585,0.11383968591690063
0.036113906651735306,15.23,32.85841751098633,436,8861,8962,-0.6174883246421814,277,0.0005,0.01,32,-34.52482,0.405629962682724
0.03581676259636879,15.26,32.23253631591797,440,8926,9027,-0.23500606417655945,278,0.0005,0.01,32,-34.59494484000001,0.45081302523612976
0.03545587509870529,15.21,31.770809173583984,444,8982,9083,-0.4344448447227478,280,0.0005,0.02,32,-34.452463619999996,0.2190861850976944
0.03511995077133179,15.21,31.40850830078125,448,9036,9137,0.8226274251937866,281,0.0005,0.02,32,-34.52636355,0.44104915857315063
0.03477175533771515,15.14,31.890853881835938,452,9093,9194,0.9974867105484009,283,0.0005,0.02,32,-34.74235616,0.43491315841674805
0.03454031050205231,15.11,31.500263214111328,456,9156,9257,-0.028358321636915207,284,0.0005,0.02,32,-34.81616925,0.14572829008102417
0.03442132845520973,15.09,31.883438110351562,460,9218,9319,0.13367554545402527,286,0.0005,0.03,32,-34.76349957,0.46088355779647827
0.034141506999731064,15.16,32.58714294433594,464,9276,9377,1.5758963823318481,287,0.0005,0.03,32,-34.797959569999996,0.575900673866272
0.03406383469700813,15.27,31.856311798095703,468,9341,9442,2.1976091861724854,289,0.0005,0.03,32,-34.7921587,1.290475845336914
0.03399069979786873,15.34,31.17300033569336,472,9401,9502,1.9327905178070068,291,0.0005,0.04,32,-34.32594102,0.29818958044052124
0.034107062965631485,15.62,32.74077224731445,476,9497,9598,0.27050071954727173,293,0.0005,0.04,32,-34.88047577,0.46749991178512573
0.033730506896972656,15.71,32.023197174072266,480,9558,9659,1.5638700723648071,295,0.0005,0.04,32,-34.713011130000005,0.1770639717578888
0.03347983583807945,15.83,31.699087142944336,484,9621,9722,2.160470962524414,297,0.0005,0.04,32,-34.68793596,0.7104625701904297
0.03344690799713135,15.75,31.493606567382812,488,9677,9778,0.09094469249248505,298,0.0005,0.05,32,-34.59621041,0.16927680373191833
0.033599428832530975,15.54,31.68520164489746,492,9731,9832,-0.7820081114768982,300,0.0005,0.06,32,-34.26194306,0.5079023838043213
0.03362076357007027,15.45,32.57232666015625,496,9791,9892,-0.32397177815437317,301,0.0005,0.06,32,-34.343045499999995,0.25645434856414795
0.03343753144145012,15.47,31.89399528503418,500,9848,9949,0.149166539311409,303,0.0005,0.06,32,-34.424088929999996,0.25912895798683167
0.03298043832182884,15.49,30.87213706970215,504,9906,10007,0.24176126718521118,318,0.0005,0.07,31,-34.126031929999996,0.393329381942749
0.03287556394934654,15.34,31.75757598876953,508,9962,10063,-1.3810293674468994,320,0.0005,0.09,31,-33.672537510000005,1.2114371061325073
0.03292286768555641,15.33,33.25820541381836,512,10021,10122,-0.5439007878303528,321,0.0005,0.09,31,-33.465494969999995,0.3446813225746155
0.033005017787218094,15.15,30.15679931640625,516,10077,10178,-0.055301278829574585,323,0.0005,0.1,31,-33.517417,0.37943241000175476
0.03298921510577202,15.07,30.70309829711914,520,10134,10235,-0.4408455193042755,324,0.0005,0.1,31,-33.52837261,1.0287995338439941
0.03313629329204559,15.12,30.19919204711914,524,10201,10302,-0.3578549325466156,326,0.0005,0.11,31,-33.170674639999994,0.4741850793361664
0.033158909529447556,15.05,31.595245361328125,528,10258,10359,-0.03489556908607483,328,0.0005,0.11,31,-33.438223609999994,0.719070553779602
0.032939787954092026,15.01,32.791107177734375,532,10307,10408,0.27404290437698364,329,0.0005,0.11,31,-33.52290762,0.7376716136932373
0.03285105153918266,15.04,32.4659538269043,536,10365,10466,1.0885034799575806,331,0.0005,0.13,31,-32.98867645999999,1.0282509326934814
0.03283640742301941,14.98,31.013349533081055,540,10424,10525,-0.7835850715637207,332,0.0005,0.13,31,-33.16436593,0.19754809141159058
0.0329270213842392,14.96,31.165056228637695,544,10478,10579,-0.04500007629394531,334,0.0005,0.12,31,-33.36603127,0.36466333270072937
0.03300883620977402,15.05,31.1856632232666,548,10541,10642,-0.7788225412368774,336,0.0005,0.12,31,-33.365188010000004,0.8398133516311646
0.03307994827628136,15.03,31.368053436279297,552,10596,10697,0.15109404921531677,337,0.0005,0.12,31,-33.11669705,0.4653693437576294
0.033337902277708054,14.98,31.737947463989258,556,10654,10755,-1.1095051765441895,339,0.0005,0.13,31,-32.86937501,0.31861284375190735
0.033359114080667496,14.89,30.601543426513672,560,10707,10808,0.36323392391204834,340,0.0005,0.13,31,-32.76901434,0.6152231693267822
0.03367286175489426,14.85,31.173444747924805,564,10761,10862,0.025588184595108032,342,0.0005,0.14,31,-32.54368333,0.3069835901260376
0.034173253923654556,14.87,31.42649269104004,568,10828,10929,-0.9646658897399902,343,0.0005,0.15,31,-32.25808645,0.4776948392391205
0.034177228808403015,14.89,31.10131072998047,572,10890,10991,1.0592275857925415,345,0.0005,0.16,31,-32.13256957,0.3212859630584717
0.03432328253984451,14.45,31.467571258544922,576,10942,11043,-0.9131119251251221,346,0.0005,0.16,31,-32.06636536,0.31615594029426575
0.03416275978088379,14.35,29.203798294067383,580,10993,11094,0.6727710366249084,348,0.0005,0.17,31,-32.12117127,1.052409291267395
0.03431853652000427,14.36,30.105722427368164,584,11057,11158,-0.15662387013435364,349,0.0005,0.2,31,-31.13902826,0.3596915900707245
0.03457706794142723,14.29,29.628267288208008,588,11106,11207,0.4715498387813568,351,0.0005,0.19,31,-31.46644544,1.3487403392791748
0.034778039902448654,14.26,31.407506942749023,592,11157,11258,-0.5469101667404175,352,0.0005,0.18,31,-31.78560818,0.27343788743019104
0.03480053320527077,14.53,30.94061279296875,596,11244,11345,-0.22677743434906006,354,0.0005,0.19,32,-31.34664953,0.26193392276763916
0.03509938344359398,14.8,28.379728317260742,600,11328,11429,-0.38834843039512634,356,0.0005,0.2,32,-31.118582129999997,0.4750347137451172
0.03509008139371872,14.92,28.450044631958008,604,11398,11499,-0.303494930267334,358,0.0005,0.2,32,-31.067474319999995,0.6211321949958801
0.03533880040049553,15.3,30.31528663635254,608,11492,11593,0.010162711143493652,360,0.0005,0.19,32,-31.446585329999998,1.4545519351959229
0.034813668578863144,15.76,33.036705017089844,612,11597,11698,0.3207373023033142,363,0.0005,0.19,32,-31.440428159999996,0.6971824765205383
0.034359343349933624,15.74,28.677734375,616,11651,11752,2.0794548988342285,365,0.0005,0.18,32,-31.90243424,2.929394245147705
0.03359473496675491,15.81,32.544166564941406,620,11715,11816,0.5626153945922852,367,0.0005,0.18,32,-32.044177059999996,2.328486204147339
0.03392047807574272,15.72,30.292949676513672,624,11773,11874,1.702022671699524,368,0.0005,0.18,32,-32.13836679999999,1.4257738590240479
0.03448799252510071,15.68,30.02031135559082,628,11826,11927,0.2342507541179657,370,0.0005,0.18,32,-32.09391606,0.8976142406463623
0.03462719917297363,15.77,30.03781509399414,632,11884,11985,0.011432915925979614,371,0.0005,0.18,32,-31.98975265,1.5233047008514404
0.034294866025447845,15.8,30.154861450195312,636,11945,12046,0.46465909481048584,373,0.0005,0.16,32,-32.582506329999994,0.3680601119995117
0.034143224358558655,15.76,29.066757202148438,640,12000,12101,0.663677453994751,374,0.0005,0.15,32,-32.76818308,0.45809394121170044
0.03392965346574783,15.99,30.176450729370117,644,12077,12178,-0.669798731803894,376,0.0005,0.15,32,-32.876790559999996,1.0866694450378418
0.033397454768419266,15.98,30.17717933654785,648,12139,12240,-0.20264902710914612,378,0.0005,0.15,32,-32.921472599999994,0.665897011756897
0.033290497958660126,16.2,29.63776397705078,652,12216,12317,0.31182801723480225,380,0.0005,0.15,32,-32.9159331,0.3683408498764038
0.03333297371864319,16.31,28.828384399414062,656,12285,12386,1.677454948425293,382,0.0005,0.14,32,-33.33865069,0.6146665811538696
0.033460114151239395,16.5,29.86043930053711,660,12357,12458,-0.5836130976676941,383,0.0005,0.15,32,-33.09225408,0.7824198007583618
0.03373650833964348,16.59,29.20892333984375,664,12420,12521,0.4791790246963501,385,0.0005,0.17,32,-32.412135830000004,0.9558975696563721
0.03403811529278755,16.49,30.016555786132812,668,12477,12578,-0.17335471510887146,386,0.0005,0.16,32,-32.63692925,0.5651522874832153
0.034108202904462814,16.42,29.856983184814453,672,12532,12633,0.17166933417320251,388,0.0005,0.14,32,-33.257125269999996,0.7037770748138428
0.034138552844524384,16.57,30.086984634399414,676,12599,12700,1.1076276302337646,390,0.0005,0.14,32,-33.06961184,1.3072209358215332
0.034503016620874405,16.79,28.844085693359375,680,12672,12773,0.5161464810371399,392,0.0005,0.14,32,-32.98726834000001,1.1475319862365723
0.03492230549454689,16.79,29.472841262817383,684,12736,12837,0.2387976050376892,393,0.0005,0.13,32,-33.179667810000005,1.17571222782135
0.03477759286761284,17.13,29.462265014648438,688,12819,12920,0.02522890269756317,395,0.0005,0.15,32,-32.377593899999994,1.120761513710022
0.03491688519716263,17.45,30.101198196411133,692,12902,13003,2.1242735385894775,397,0.0005,0.15,32,-32.34215315000001,0.7206065654754639
0.03509782999753952,17.25,28.701183319091797,696,12969,13070,-0.9171755909919739,399,0.0005,0.15,32,-32.26403715000001,1.2136144638061523
0.03516412526369095,16.93,28.96052360534668,700,13021,13122,-0.3781631290912628,400,0.0005,0.14,32,-32.48227565,0.9790118336677551
0.03535384684801102,16.78,30.267990112304688,704,13076,13177,1.062983512878418,402,0.0005,0.13,32,-32.970832200000004,0.6067165732383728
0.03535740450024605,16.42,31.929737091064453,708,13134,13235,-0.46504396200180054,403,0.0005,0.14,32,-32.491538139999996,1.6752920150756836
0.03532762452960014,15.99,34.6296501159668,712,13196,13297,-2.107285737991333,405,0.0005,0.16,32,-31.829584650000005,2.0803070068359375
0.035449832677841187,15.99,30.042850494384766,716,13250,13351,-0.8127479553222656,406,0.0005,0.16,32,-31.614384450000003,1.7592313289642334
0.03526182100176811,15.91,29.84225845336914,720,13306,13407,1.6997895240783691,408,0.0005,0.17,32,-31.029603070000004,1.5857737064361572
0.033574726432561874,16.04,28.409164428710938,724,13377,13478,-0.32303303480148315,409,0.0005,0.17,32,-30.968754790000002,1.7074837684631348
0.03268323838710785,16.07,30.116859436035156,728,13433,13534,-0.3219115734100342,411,0.0005,0.17,32,-31.263197260000005,0.5189288258552551
0.03266521915793419,16.09,28.427413940429688,732,13493,13594,0.45742788910865784,412,0.0005,0.19,32,-30.597793349999996,1.1201560497283936
0.03261220455169678,16.04,29.470102310180664,736,13549,13650,-0.6657174825668335,414,0.0005,0.19,32,-30.568938759999995,0.740730881690979
0.03234734386205673,16.04,28.879426956176758,740,13604,13705,0.2026616483926773,415,0.0005,0.19,32,-30.522582999999994,0.7698436975479126
0.0325591154396534,15.87,27.691082000732422,744,13664,13765,1.3383500576019287,417,0.0005,0.2,32,-30.12414122,0.6125020980834961
0.0328739695250988,15.92,29.334022521972656,748,13731,13832,0.4950954020023346,419,0.0005,0.23,33,-29.146239100000003,0.28889212012290955
0.03304722532629967,15.7,29.130319595336914,752,13786,13887,-1.1029376983642578,420,0.0005,0.24,33,-28.96365311,1.6115021705627441
0.03311837837100029,15.56,27.651508331298828,756,13841,13942,0.665157675743103,421,0.0005,0.25,33,-28.66411257,0.5151532888412476
0.033536262810230255,15.34,28.306045532226562,760,13891,13992,0.15495026111602783,423,0.0005,0.23,33,-29.193458169999996,0.8049079179763794
0.033881980925798416,15.36,28.601573944091797,764,13956,14057,0.8802981376647949,424,0.0005,0.21,33,-29.72161823,0.912107527256012
0.034521620720624924,15.35,30.668777465820312,768,14012,14113,0.17998094856739044,426,0.0005,0.21,33,-29.82455119,0.6063582897186279
0.0346677340567112,15.56,29.076812744140625,772,14088,14189,0.3223162591457367,428,0.0005,0.21,33,-29.74090764,0.5871978998184204
0.03530094400048256,15.41,28.72916030883789,776,14140,14241,-0.011990249156951904,429,0.0005,0.21,33,-29.924123149999996,0.60933917760849
0.035717952996492386,15.31,28.574451446533203,780,14203,14304,-0.9721620082855225,431,0.0005,0.22,33,-29.56018611,1.7952429056167603
0.035423506051301956,15.3,28.536130905151367,784,14266,14367,0.9545034766197205,432,0.0005,0.21,33,-30.015298540000003,0.6428710222244263
0.035718727856874466,15.01,29.1827392578125,788,14320,14421,-0.32217174768447876,434,0.0005,0.2,33,-30.4998736,1.0660479068756104
0.03599269688129425,14.68,28.873851776123047,792,14370,14471,1.26369309425354,435,0.0005,0.2,33,-30.78055821,2.2527248859405518
0.03561708331108093,14.63,29.34381675720215,796,14432,14533,0.3703060746192932,436,0.0005,0.19,33,-31.25476289,0.39497971534729004
0.03570675477385521,14.64,27.794498443603516,800,14485,14586,0.5927558541297913,438,0.0005,0.19,33,-31.35851357,0.3044854402542114
