train/ent_coef_loss,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,time/fps,train/ent_coef,rollout/ep_len_mean,train/n_updates,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,rollout/success_rate
-4.464308738708496,35.44256591796875,0.3218621015548706,-49.63940336904763,27,0.12657944858074188,51.51190476190476,4226,84,4327,155,0.0005,0.0
-4.566428184509277,34.93352508544922,0.30092358589172363,-49.05418935227272,27,0.12322370707988739,49.875,4288,88,4389,157,0.0005,0.0
-5.048943996429443,35.3792724609375,0.3457845151424408,-48.47401019565217,28,0.1183389276266098,48.72826086956522,4382,92,4483,159,0.0005,0.0
-4.588625907897949,36.997894287109375,0.8851585388183594,-47.980426875000006,28,0.11357132345438004,47.6875,4477,96,4578,162,0.0005,0.0
-4.630998611450195,35.644561767578125,0.2550660967826843,-47.44130064000001,28,0.1096527948975563,46.62,4561,100,4662,164,0.0005,0.0
-4.760538578033447,35.02500915527344,0.13779522478580475,-46.94207400000001,28,0.10686194151639938,44.98,4622,104,4723,165,0.0005,0.0
-4.7217559814453125,34.69581985473633,0.3531729578971863,-46.73774780000001,28,0.1036682277917862,44.23,4693,108,4794,167,0.0005,0.0
-5.319857120513916,34.21179962158203,0.20012958347797394,-46.62995842,28,0.10124379396438599,43.95,4751,112,4852,169,0.0005,0.0
-4.090468406677246,32.91795349121094,0.22249005734920502,-46.56231932000001,28,0.09904559701681137,43.63,4804,116,4905,170,0.0005,0.0
-4.410384178161621,33.63237762451172,0.12569141387939453,-46.282795750000005,28,0.09630753099918365,42.89,4872,120,4973,172,0.0005,0.0
-5.028678894042969,34.55851364135742,0.23616211116313934,-43.61254664,28,0.09386920928955078,36.89,4935,124,5036,173,0.0005,0.0
-4.555906295776367,34.87816619873047,0.23797152936458588,-39.870495,29,0.09118807315826416,28.73,5006,128,5107,175,0.0005,0.0
-4.844933032989502,35.290225982666016,0.5738427639007568,-38.468608290000006,29,0.08877599984407425,25.73,5072,132,5173,177,0.0005,0.0
-4.91352653503418,34.601837158203125,0.2016019970178604,-37.66167825,29,0.08696445822715759,23.93,5125,136,5226,178,0.0005,0.0
-4.426098346710205,34.466041564941406,0.314703106880188,-37.19230031,29,0.08442561328411102,23.31,5199,140,5300,180,0.0005,0.0
-4.8401055335998535,34.34918212890625,0.44340333342552185,-37.19241442,29,0.08179658651351929,23.23,5279,144,5380,182,0.0005,0.0
-4.645190238952637,32.96246337890625,0.2493869662284851,-36.66898952,29,0.08026595413684845,21.27,5327,148,5428,184,0.0005,0.0
-4.660473346710205,34.80509948730469,0.6324387788772583,-36.664027020000006,29,0.07849162817001343,20.88,5383,152,5484,185,0.0005,0.0
-4.630867958068848,33.32567596435547,0.23746488988399506,-36.59487334,29,0.0757199376821518,20.84,5474,156,5575,187,0.0005,0.0
-4.08078670501709,32.958858489990234,0.3112564980983734,-36.557082400000006,29,0.07429714500904083,20.6,5523,160,5624,189,0.0005,0.0
-4.018280982971191,33.017738342285156,0.5231865048408508,-36.360990369999996,29,0.07226187735795975,20.58,5592,164,5693,191,0.0005,0.0
-4.538758277893066,34.06587219238281,0.29523277282714844,-36.209534239999996,29,0.07006566971540451,20.34,5670,168,5771,193,0.0005,0.0
-5.191719055175781,34.84789276123047,0.47424212098121643,-35.85477108,29,0.06789752840995789,19.96,5749,172,5850,195,0.0005,0.0
-5.168422222137451,35.193214416503906,0.7354644536972046,-35.403932100000006,30,0.06609566509723663,19.35,5817,176,5918,196,0.0005,0.0
-4.313173294067383,33.16017150878906,0.3709098994731903,-34.765505399999995,30,0.06462711095809937,17.46,5874,180,5975,198,0.0005,0.0
-3.8050413131713867,32.240257263183594,0.17974713444709778,-34.7628693,30,0.06335679441690445,16.97,5923,184,6024,199,0.0005,0.0
-4.0491485595703125,33.9364013671875,0.11927296221256256,-34.703766130000005,30,0.06134726107120514,17.18,6006,188,6107,201,0.0005,0.0
-3.6773219108581543,34.07342529296875,0.26225417852401733,-34.63664586,30,0.05961993336677551,16.98,6080,192,6181,203,0.0005,0.0
-4.23038387298584,33.49247741699219,0.1138482466340065,-34.46271226,30,0.058470167219638824,16.53,6130,196,6231,205,0.0005,0.0
-3.863765239715576,34.04930877685547,0.157448872923851,-34.42622209,30,0.05694291740655899,16.37,6198,200,6299,206,0.0005,0.0
-4.022600173950195,33.781829833984375,0.3068280518054962,-34.294246879999996,30,0.05552149936556816,16.45,6267,204,6368,208,0.0005,0.0
-5.202914237976074,33.21338653564453,0.6383552551269531,-34.155355119999996,30,0.054431892931461334,16.29,6322,208,6423,209,0.0005,0.0
-4.275694370269775,33.26789855957031,0.11165469884872437,-34.189506179999995,30,0.052931610494852066,16.42,6393,212,6494,211,0.0005,0.0
-3.217288017272949,33.96826934814453,0.48861414194107056,-34.189284470000004,30,0.051084037870168686,16.84,6488,216,6589,214,0.0005,0.0
-3.550227165222168,33.91123962402344,0.2222837209701538,-34.16531239,30,0.0498100183904171,16.86,6558,220,6659,216,0.0005,0.0
-4.387038230895996,33.66721725463867,0.4274478852748871,-34.08894112,30,0.048942919820547104,16.7,6605,224,6706,217,0.0005,0.0
-4.199885845184326,33.361976623535156,0.2708211839199066,-34.31417603,30,0.04763383790850639,16.74,6680,228,6781,219,0.0005,0.0
-4.163802146911621,34.05506134033203,0.2963827848434448,-34.602241160000005,30,0.04616363346576691,16.93,6765,232,6866,221,0.0005,0.0
-4.659759521484375,33.747920989990234,0.2816714942455292,-34.63177327,31,0.04505249485373497,17.1,6835,236,6936,223,0.0005,0.0
-2.768359661102295,32.27207565307617,0.14914622902870178,-34.84435983000001,31,0.043791983276605606,17.12,6911,240,7012,225,0.0005,0.0
-3.6263091564178467,33.6692008972168,0.2541663944721222,-34.892912540000005,31,0.04253478720784187,17.15,6994,244,7095,227,0.0005,0.0
-2.7972769737243652,33.34291076660156,0.2230512797832489,-34.81888907,31,0.04140409454703331,17.45,7072,248,7173,229,0.0005,0.0
-4.401824951171875,33.45415115356445,0.2035723626613617,-34.680470510000006,31,0.04049469903111458,17.53,7136,252,7237,231,0.0005,0.0
-3.597811698913574,33.00149917602539,0.30996787548065186,-34.677052429999996,31,0.03958870843052864,17.28,7202,256,7303,233,0.0005,0.0
-4.225081443786621,32.693572998046875,0.17964580655097961,-34.696127559999994,31,0.038816578686237335,17.36,7259,260,7360,234,0.0005,0.0
-5.677793025970459,36.477195739746094,0.8531968593597412,-34.89686461,31,0.038042619824409485,17.25,7317,264,7418,236,0.0005,0.0
-2.2787609100341797,38.23760986328125,1.0380874872207642,-35.13246214,31,0.03709034621715546,17.69,7439,268,7540,239,0.0005,0.0
-0.5269409418106079,31.03445816040039,0.5067151188850403,-35.09600234,31,0.03664645925164223,17.48,7497,272,7598,240,0.0005,0.0
-3.2044668197631836,33.248619079589844,0.3135230243206024,-35.16377086,31,0.03599221259355545,17.35,7552,276,7653,242,0.0005,0.0
-3.5191242694854736,34.507572174072266,0.36698442697525024,-35.35535847,31,0.03553830459713936,17.28,7602,280,7703,243,0.0005,0.0
-2.5386266708374023,32.035030364990234,0.3492078185081482,-35.37514063,31,0.03517763316631317,17.21,7644,284,7745,244,0.0005,0.0
-2.9995274543762207,33.11775207519531,0.3733922243118286,-35.26172316,31,0.03472590819001198,16.9,7696,288,7797,246,0.0005,0.0
-3.1162290573120117,33.48078155517578,0.37723061442375183,-35.40800499,31,0.03400541841983795,16.93,7773,292,7874,248,0.0005,0.0
-2.879688024520874,32.877498626708984,0.6597527265548706,-35.60380137999999,31,0.033481813967227936,16.93,7823,296,7924,249,0.0005,0.0
-2.7476487159729004,33.1253662109375,0.34216994047164917,-35.66395505,31,0.03302259370684624,16.74,7872,300,7973,250,0.0005,0.0
-3.726067543029785,33.554603576660156,0.833766758441925,-35.68431036,31,0.03246614336967468,16.56,7923,304,8024,251,0.0005,0.0
-2.136587142944336,33.47119140625,0.848488986492157,-35.616498199999995,31,0.03188100457191467,16.52,7974,308,8075,253,0.0005,0.0
-3.3768296241760254,33.06916427612305,0.4169694781303406,-35.38290779,31,0.03133430331945419,16.31,8024,312,8125,254,0.0005,0.0
-3.2223243713378906,33.0445442199707,0.6288449168205261,-35.276005389999995,31,0.03048109821975231,16.05,8093,316,8194,256,0.0005,0.0
-2.946256399154663,32.54365539550781,0.35736194252967834,-35.31957214,31,0.029882462695240974,15.91,8149,320,8250,257,0.0005,0.0
-3.5420939922332764,32.26317596435547,0.3615095615386963,-35.05133787,32,0.029318545013666153,16.03,8208,324,8309,259,0.0005,0.0
-2.4491260051727295,32.68293762207031,0.33158743381500244,-35.01416211,32,0.028731105849146843,15.86,8266,328,8367,260,0.0005,0.0
-1.7360930442810059,32.61839294433594,0.32530662417411804,-34.82228275999999,32,0.028239401057362556,15.55,8320,332,8421,262,0.0005,0.0
-2.6530661582946777,32.47542953491211,0.21992868185043335,-34.78451077,32,0.02782563492655754,15.34,8369,336,8470,263,0.0005,0.0
-2.9993088245391846,31.783750534057617,0.1889248490333557,-34.75489517,32,0.027435794472694397,15.07,8418,340,8519,265,0.0005,0.0
-2.150477647781372,32.00413131713867,0.3595910966396332,-34.54546274,32,0.027037812396883965,14.8,8474,344,8575,266,0.0005,0.0
-1.4940180778503418,32.210487365722656,0.28264564275741577,-34.37409914,32,0.026589764282107353,14.6,8532,348,8633,268,0.0005,0.0
-1.4356473684310913,32.122310638427734,0.11689630150794983,-34.41428417,32,0.026270035654306412,14.44,8580,352,8681,269,0.0005,0.0
-1.921313762664795,32.19636535644531,0.49574437737464905,-34.416380999999994,32,0.025794943794608116,14.36,8638,356,8739,270,0.0005,0.0
-2.5369691848754883,32.030357360839844,0.21305543184280396,-34.25027881999999,32,0.02538125403225422,14.32,8691,360,8792,272,0.0005,0.0
-1.6515671014785767,31.730335235595703,0.16823096573352814,-34.17756701999999,32,0.025041364133358,14.24,8741,364,8842,273,0.0005,0.0
-1.9423872232437134,31.763463973999023,0.22797229886054993,-33.84962012999999,32,0.024591324850916862,13.65,8804,368,8905,275,0.0005,0.0
-0.7819503545761108,32.3409309387207,0.5367162823677063,-33.738507659999996,32,0.024092035368084908,13.83,8880,372,8981,277,0.0005,0.0
-2.9626574516296387,32.451194763183594,0.4211800694465637,-33.74357553,32,0.023798614740371704,13.84,8936,376,9037,278,0.0005,0.0
-1.55031156539917,31.004714965820312,0.2852852940559387,-33.50057094,32,0.023375824093818665,14.02,9004,380,9105,280,0.0005,0.0
0.04765508323907852,31.16936492919922,0.15845075249671936,-33.40856853,32,0.02294991724193096,14.26,9070,384,9171,282,0.0005,0.0
-1.020106554031372,32.235496520996094,0.3886926472187042,-33.36610627,32,0.022567708045244217,14.37,9133,388,9234,283,0.0005,0.0
-1.1607884168624878,32.798362731933594,0.08004344254732132,-33.30979119,32,0.022138826549053192,14.18,9191,392,9292,285,0.0005,0.0
-1.793804407119751,32.233787536621094,0.2616420388221741,-33.22617483999999,32,0.021801024675369263,14.23,9246,396,9347,286,0.0005,0.0
-1.2571220397949219,32.05436706542969,0.2419530749320984,-33.05075191,32,0.02141374908387661,14.34,9306,400,9407,288,0.0005,0.0
-1.9773372411727905,31.921527862548828,0.2879446744918823,-33.119549039999995,32,0.021165385842323303,14.33,9356,404,9457,289,0.0005,0.0
-2.424239158630371,31.851512908935547,0.18319480121135712,-33.14939701,32,0.02101261541247368,14.3,9404,408,9505,290,0.0005,0.0
-1.2673158645629883,32.42527770996094,0.38095223903656006,-33.32049624,32,0.02077265828847885,14.26,9450,412,9551,291,0.0005,0.0
-0.9486962556838989,32.84820556640625,0.5405631065368652,-33.35766322,32,0.020506303757429123,14.13,9506,416,9607,293,0.0005,0.0
0.7101040482521057,32.151268005371094,0.5180376768112183,-33.29664999,32,0.0201983954757452,14.27,9576,420,9677,295,0.0005,0.0
-2.5239295959472656,32.930015563964844,0.35661953687667847,-33.385787799999996,32,0.02017841674387455,14.13,9621,424,9722,296,0.0005,0.0
-0.026829756796360016,31.356037139892578,0.14664167165756226,-33.38530299999999,32,0.019887197762727737,14.09,9675,428,9776,297,0.0005,0.0
-0.9351482391357422,31.874359130859375,0.15161548554897308,-33.30859555,32,0.019729122519493103,14.06,9726,432,9827,298,0.0005,0.0
-1.1345417499542236,32.303916931152344,0.11646708846092224,-33.1231155,32,0.01960599608719349,14.04,9773,436,9874,299,0.0005,0.0
-1.897851586341858,31.68471336364746,0.22734996676445007,-33.011921169999994,32,0.019475562497973442,14.06,9824,440,9925,300,0.0005,0.0
-1.317699909210205,32.86140823364258,0.3420619070529938,-33.16064309,33,0.01926749385893345,14.24,9898,444,9999,302,0.0005,0.0
0.42172130942344666,32.53309631347656,0.17460040748119354,-33.136702639999996,31,0.019125094637274742,14.24,9956,448,10057,322,0.0005,0.0
-0.027163732796907425,31.937946319580078,0.10031110793352127,-33.00770531,31,0.018929610028862953,14.32,10012,452,10113,323,0.0005,0.0
-0.2402419000864029,31.553232192993164,0.27046769857406616,-32.89359207999999,31,0.018830731511116028,14.24,10062,456,10163,325,0.0005,0.0
-0.7177415490150452,31.736557006835938,0.18554843962192535,-32.84284067,31,0.018703194335103035,14.23,10114,460,10215,326,0.0005,0.0
-1.600220799446106,32.14436340332031,0.10341032594442368,-32.859723810000006,31,0.01849786564707756,14.55,10196,464,10297,328,0.0005,0.0
-0.4370238482952118,31.557628631591797,0.4267194867134094,-32.767208870000005,31,0.018306618556380272,14.48,10252,468,10353,330,0.0005,0.0
-0.3860248327255249,30.780109405517578,0.08706479519605637,-32.916506420000005,31,0.018165264278650284,14.22,10302,472,10403,331,0.0005,0.0
-1.4568055868148804,31.920530319213867,0.573763370513916,-32.88538176,31,0.018151236698031425,14.08,10344,476,10445,333,0.0005,0.0
-2.3200831413269043,32.40980529785156,0.1955198049545288,-32.892065220000006,31,0.018009699881076813,13.95,10399,480,10500,334,0.0005,0.0
-0.3015335202217102,32.222412109375,0.22649461030960083,-32.66499055,31,0.017883816733956337,13.85,10455,484,10556,336,0.0005,0.0
-0.867793619632721,31.09378433227539,0.21366973221302032,-32.56492572,31,0.017758628353476524,13.72,10505,488,10606,337,0.0005,0.0
-0.7836228609085083,31.592185974121094,0.38002222776412964,-32.367406700000004,31,0.017687655985355377,13.66,10557,492,10658,339,0.0005,0.0
-0.15872761607170105,31.46431541442871,0.13890591263771057,-32.408768179999996,31,0.01749764196574688,13.68,10614,496,10715,340,0.0005,0.0
0.2891712188720703,31.15374755859375,0.14172989130020142,-32.663389360000004,31,0.017455533146858215,13.57,10663,500,10764,341,0.0005,0.0
-0.4065622091293335,31.231910705566406,0.22755008935928345,-32.65944317,31,0.0174521803855896,13.63,10719,504,10820,343,0.0005,0.0
0.6170649528503418,31.831871032714844,0.6792309284210205,-32.58910065999999,31,0.017393924295902252,13.77,10781,508,10882,344,0.0005,0.0
0.4868174195289612,31.773983001708984,0.28027772903442383,-32.35785244,31,0.01733456552028656,13.93,10843,512,10944,346,0.0005,0.0
-0.1789529174566269,32.28418731689453,0.1819143295288086,-32.35868011,31,0.017339715734124184,13.91,10897,516,10998,347,0.0005,0.0
0.4323136508464813,32.30707550048828,0.36574336886405945,-32.35832748,31,0.017297327518463135,13.7,10946,520,11047,348,0.0005,0.0
1.0419540405273438,31.847734451293945,0.10923907905817032,-32.44157167,31,0.017247416079044342,13.69,10990,524,11091,350,0.0005,0.0
-0.379681795835495,31.79779624938965,0.32830172777175903,-32.347902430000005,31,0.017121881246566772,13.65,11040,528,11141,351,0.0005,0.0
1.0439722537994385,31.307064056396484,0.11389084905385971,-32.34710054,31,0.01697428897023201,13.71,11097,532,11198,352,0.0005,0.0
0.5394425988197327,31.540363311767578,0.18606111407279968,-32.31797102,31,0.016877446323633194,13.75,11148,536,11249,354,0.0005,0.0
1.4599831104278564,31.025592803955078,0.27550843358039856,-32.424549060000004,31,0.016831910237669945,13.71,11195,540,11296,355,0.0005,0.0
1.2988591194152832,31.241708755493164,0.17364606261253357,-32.16015994,31,0.01683890074491501,13.4,11238,544,11339,356,0.0005,0.0
0.35840943455696106,30.516754150390625,0.12172332406044006,-32.1965297,31,0.0168010126799345,13.3,11286,548,11387,358,0.0005,0.0
-0.938431441783905,31.599437713623047,0.3277721107006073,-32.2966039,31,0.01660042256116867,13.41,11353,552,11454,360,0.0005,0.0
1.321274995803833,31.955949783325195,0.6429718732833862,-32.22741667,31,0.016434285789728165,13.6,11422,556,11523,362,0.0005,0.0
-2.8053414821624756,32.352027893066406,0.6270004510879517,-32.42634146,31,0.01637336052954197,13.87,11501,560,11602,364,0.0005,0.0
-0.8341690301895142,31.60483169555664,0.41460084915161133,-32.3329967,31,0.015984930098056793,13.64,11560,564,11661,365,0.0005,0.0
-1.221895456314087,31.41383934020996,0.16296474635601044,-32.382395609999996,31,0.015738239511847496,13.63,11615,568,11716,367,0.0005,0.0
-0.5890910625457764,31.128864288330078,0.2538047432899475,-32.18385017,31,0.01563856564462185,13.7,11672,572,11773,368,0.0005,0.0
0.5955713987350464,31.595762252807617,0.23284590244293213,-32.191934159999995,31,0.01572274975478649,13.76,11720,576,11821,370,0.0005,0.0
0.4912549555301666,31.5051212310791,0.16085468232631683,-32.28746076,31,0.015654442831873894,13.64,11763,580,11864,371,0.0005,0.0
-1.961599588394165,30.927265167236328,0.1862015426158905,-32.48445786,31,0.01567826420068741,13.59,11814,584,11915,372,0.0005,0.0
-2.604222059249878,31.643299102783203,0.24097523093223572,-32.62423425,31,0.015583815984427929,13.54,11859,588,11960,374,0.0005,0.0
-0.01197497546672821,31.967002868652344,0.2072065770626068,-32.65583292,31,0.015417645685374737,13.51,11908,592,12009,375,0.0005,0.0
-0.2221897840499878,31.788850784301758,0.18332386016845703,-32.49451279,32,0.015398791991174221,13.49,11963,596,12064,376,0.0005,0.0
1.555270791053772,30.317726135253906,0.2142764925956726,-32.157914250000005,32,0.015263884328305721,13.43,12006,600,12107,378,0.0005,0.0
-1.034160852432251,31.11186981201172,0.22453629970550537,-31.96273902,32,0.015083839185535908,13.42,12061,604,12162,379,0.0005,0.0
-1.7911653518676758,30.853546142578125,0.359885573387146,-32.010751570000004,32,0.014918197877705097,13.31,12112,608,12213,381,0.0005,0.0
-0.3154677152633667,30.668041229248047,0.44322192668914795,-32.159298039999996,32,0.014799082651734352,13.19,12162,612,12263,382,0.0005,0.0
-0.5055455565452576,31.32727813720703,0.47610408067703247,-32.01577375,32,0.014869868755340576,13.18,12215,616,12316,383,0.0005,0.0
-0.16731783747673035,31.626850128173828,0.2548142969608307,-31.893739439999994,32,0.014777187258005142,13.26,12272,620,12373,385,0.0005,0.0
1.1785228252410889,31.126445770263672,0.18785962462425232,-31.978348190000002,32,0.014770284295082092,13.27,12317,624,12418,386,0.0005,0.0
-0.7703254222869873,31.57119369506836,0.26131993532180786,-31.95358486,32,0.014907659962773323,13.18,12358,628,12459,387,0.0005,0.0
-0.6222903728485107,30.87165069580078,0.12338607758283615,-32.10152962,32,0.014751293696463108,13.1,12407,632,12508,389,0.0005,0.0
-0.3793935477733612,30.730628967285156,0.3258380889892578,-32.29229769,32,0.014825526624917984,13.09,12457,636,12558,390,0.0005,0.0
0.7017090320587158,31.407100677490234,0.09077572822570801,-32.29535468,32,0.014729561284184456,13.15,12510,640,12611,392,0.0005,0.0
-1.37772798538208,31.15176010131836,0.21778477728366852,-32.37908272,32,0.014722505584359169,13.17,12555,644,12656,393,0.0005,0.0
-1.9860267639160156,31.123565673828125,0.09583596140146255,-32.25005398999999,32,0.014641642570495605,13.18,12604,648,12705,395,0.0005,0.0
-0.41528189182281494,30.702367782592773,0.23991543054580688,-31.99928241,32,0.014570984989404678,12.99,12652,652,12753,396,0.0005,0.0
1.5170632600784302,31.27739906311035,0.2512105703353882,-32.107378319999995,32,0.014649794436991215,12.73,12695,656,12796,397,0.0005,0.0
1.279984951019287,31.285015106201172,0.11547338962554932,-31.9619147,32,0.01462568435817957,12.39,12740,660,12841,398,0.0005,0.0
-0.2951670289039612,30.691802978515625,0.15166515111923218,-31.97383179000001,32,0.01465972326695919,12.24,12784,664,12885,399,0.0005,0.0
-0.5696489810943604,31.555896759033203,0.08334428071975708,-32.02448858,32,0.014655466191470623,12.46,12861,668,12962,401,0.0005,0.0
2.025587797164917,31.048477172851562,0.22146931290626526,-32.178414430000004,32,0.014568915590643883,12.42,12914,672,13015,403,0.0005,0.0
-0.12533023953437805,31.358783721923828,0.26916372776031494,-32.052553810000006,32,0.014567448757588863,12.5,12970,676,13071,404,0.0005,0.0
1.3467659950256348,31.1081485748291,0.14639431238174438,-32.12124002,32,0.014631969854235649,12.62,13025,680,13126,405,0.0005,0.0
0.4372119605541229,30.85686492919922,0.0971650630235672,-32.144626280000004,32,0.014659877866506577,12.58,13072,684,13173,407,0.0005,0.0
5.863889694213867,30.600934982299805,0.2584055960178375,-32.09754421,32,0.015002396889030933,12.64,13123,688,13224,408,0.0005,0.0
5.052200794219971,31.434303283691406,0.3583781123161316,-32.0564551,32,0.01613825000822544,12.55,13163,692,13264,409,0.0005,0.0
-2.5371856689453125,32.828922271728516,0.2923266887664795,-31.83475747,32,0.017114967107772827,12.53,13216,696,13317,410,0.0005,0.0
0.027961716055870056,31.476150512695312,0.3556755781173706,-31.895811300000002,32,0.01698227971792221,12.62,13268,700,13369,412,0.0005,0.0
-2.286226272583008,32.15497589111328,0.13580258190631866,-31.68505551,32,0.01692778803408146,12.67,13328,704,13429,413,0.0005,0.0
-1.171549677848816,31.125782012939453,0.1049884706735611,-31.59957982,32,0.01657705567777157,12.95,13407,708,13508,416,0.0005,0.0
-1.4351037740707397,30.924118041992188,0.23196814954280853,-31.72118066,32,0.016497166827321053,12.87,13449,712,13550,417,0.0005,0.0
-0.5958600044250488,30.579608917236328,0.14717766642570496,-31.853758429999992,32,0.01632199063897133,12.84,13499,716,13600,419,0.0005,0.0
-0.8854111433029175,30.61721420288086,0.25680071115493774,-31.932311879999993,32,0.016206489875912666,12.91,13563,720,13664,421,0.0005,0.0
-0.9842569828033447,30.858707427978516,0.1083635538816452,-31.850223119999992,32,0.01610167697072029,12.98,13615,724,13716,422,0.0005,0.0
-0.20408344268798828,30.71282958984375,0.15566039085388184,-31.879119290000002,32,0.01597592420876026,13.09,13667,728,13768,423,0.0005,0.0
-0.4694119691848755,30.30514907836914,0.2334415763616562,-31.7953464,32,0.015842143446207047,13.09,13716,732,13817,425,0.0005,0.0
0.6276031732559204,30.577829360961914,0.3902677297592163,-31.730807830000007,32,0.015687186270952225,13.16,13773,736,13874,426,0.0005,0.0
-0.24866709113121033,30.800941467285156,0.19648388028144836,-31.58326827000001,32,0.015674805268645287,13.13,13823,740,13924,428,0.0005,0.0
-1.2251124382019043,31.530046463012695,0.21878938376903534,-31.5412108,32,0.015597524121403694,13.12,13867,744,13968,429,0.0005,0.0
0.2400108426809311,30.497066497802734,0.08771920204162598,-31.641892599999995,32,0.015449084341526031,13.16,13920,748,14021,430,0.0005,0.0
-1.7456207275390625,30.326480865478516,0.1834762841463089,-31.82338244,32,0.015403367578983307,13.11,13963,752,14064,431,0.0005,0.0
-1.1670141220092773,31.180299758911133,0.13331788778305054,-31.942369800000005,32,0.015345181338489056,13.27,14022,756,14123,433,0.0005,0.0
-0.9313356280326843,31.230260848999023,0.2111148238182068,-31.970576460000004,32,0.015212547965347767,13.39,14079,760,14180,434,0.0005,0.0
-1.0297820568084717,32.50086212158203,0.4009000360965729,-32.05545519,32,0.0153602110221982,13.61,14145,764,14246,436,0.0005,0.0
-0.8653290867805481,30.712665557861328,0.29338228702545166,-32.05810303,32,0.01533819455653429,13.59,14220,768,14321,438,0.0005,0.0
1.0453803539276123,30.621858596801758,0.11022965610027313,-32.074585549999995,32,0.015236804261803627,13.57,14271,772,14372,439,0.0005,0.0
1.2112022638320923,30.01386070251465,0.20163653790950775,-32.086809089999996,32,0.015147794038057327,13.52,14322,776,14423,440,0.0005,0.0
1.5276684761047363,30.506202697753906,0.08895806223154068,-32.11502705,32,0.015290765091776848,13.63,14388,780,14489,442,0.0005,0.0
2.7302722930908203,29.814790725708008,0.07349202781915665,-32.256096240000005,32,0.015645211562514305,13.81,14453,784,14554,444,0.0005,0.0
0.7962703704833984,30.73659896850586,0.09634287655353546,-32.25686232,32,0.015854619443416595,13.9,14513,788,14614,445,0.0005,0.0
0.15847325325012207,30.868810653686523,0.16553957760334015,-32.3589748,32,0.015907766297459602,14.05,14568,792,14669,447,0.0005,0.0
-0.22000189125537872,30.44635772705078,0.12393388897180557,-32.49828207,32,0.015964196994900703,14.14,14630,796,14731,448,0.0005,0.0
-1.4273955821990967,30.59480094909668,0.1141628846526146,-32.50685336000001,32,0.015964485704898834,14.24,14692,800,14793,450,0.0005,0.0
0.6464685201644897,30.72487449645996,0.1506204456090927,-32.50392121,32,0.015906894579529762,14.27,14755,804,14856,451,0.0005,0.0
