idx,Run0
0,-119.83468722714069
10000,-34.26500122004686
20000,-36.69352589883443
30000,-33.7851834026178
40000,-35.71987789877796
50000,-35.76290986234487
60000,-34.200228533826184
70000,-32.72530030826244
80000,-33.92585664731017
90000,-33.437508959559906
100000,-31.83909917381419
110000,-31.225533921573337
120000,-30.962492323432514
130000,-29.326015860473714
140000,-31.29246565734678
150000,-33.2744517554202
160000,-30.474294629167858
170000,-31.36061444789807
180000,-33.33593968566678
190000,-34.01007849060762
200000,-29.844496485878054
210000,-30.245348026275266
220000,-34.9089436807975
230000,-32.08821570427241
240000,-30.366622815819035
250000,-31.470587334864266
260000,-38.74334437172714
270000,-30.462939004905234
280000,-29.468146306548615
290000,-28.747164570736903
300000,-32.86219715762327
310000,-29.613167767124562
320000,-29.521607513541696
330000,-29.043274543920223
340000,-29.800542442412027
350000,-22.707842952657995
360000,-26.255137887090772
370000,-34.64875687582809
380000,-23.943416469153682
390000,-23.362637597988243
400000,-26.457540381606236
410000,-24.56987858945275
420000,-26.79127454720933
430000,-25.906647172600028
440000,-28.92141050560532
450000,-25.163784012994878
460000,-28.076184828775048
470000,-25.989240179512354
480000,-29.629125097310276
490000,-24.830585364085994
500000,-25.512868957902693
