idx,Run0
0,0.7
10000,1.0
20000,1.0
30000,1.0
40000,1.0
50000,1.0
60000,1.0
70000,0.9666666666666667
80000,0.9333333333333333
90000,0.9333333333333333
100000,0.8666666666666667
110000,0.8333333333333334
120000,0.8666666666666667
130000,0.7666666666666667
140000,0.9
150000,0.8333333333333334
160000,0.7333333333333333
170000,0.9
180000,0.9333333333333333
190000,0.8
200000,0.8
210000,0.8666666666666667
220000,0.8666666666666667
230000,0.7666666666666667
240000,0.7666666666666667
250000,0.8666666666666667
260000,1.0
270000,0.7666666666666667
280000,0.7
290000,0.7666666666666667
300000,0.8
310000,0.7666666666666667
320000,0.8
330000,0.7333333333333333
340000,0.7333333333333333
350000,0.5333333333333333
360000,0.5666666666666667
370000,0.9666666666666667
380000,0.5
390000,0.5333333333333333
400000,0.6333333333333333
410000,0.5666666666666667
420000,0.6666666666666666
430000,0.6333333333333333
440000,0.7333333333333333
450000,0.6
460000,0.7333333333333333
470000,0.6666666666666666
480000,0.7666666666666667
490000,0.6666666666666666
500000,0.6
