idx,Run0,Run1,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32
100000,-249.72221448324615,-75.09113785146353,-206.78765058897335,-44.57514982614178,-194.54645139513056,-138.88861132983286,-40.091126172490576,-252.61289449119047,-205.80378602938293,-38.81439549699988,-127.0268491838765,-233.82484250402186,-42.19073865554091,-150.40291827078724,-43.24298574205646,-224.6004288446688,-34.29443105552298,-195.53124792152832,-282.9701956639436,-113.10292775830479,-40.71129841966161,-38.543606924938224,-44.81352060986167,-42.501649937837605,-42.362112880179026,-38.0691118938693,-42.47740887160994,-44.51801081667031,-44.509207939447606,-43.500932582458454,-47.17866778223265,-228.00395055760652
110000,-213.34398646627966,-44.33375629710433,-191.7568732580132,-43.86124828593343,-226.89859436960904,-161.0757839910126,-39.08487858486751,-261.05536076412744,-242.12172304661755,-34.02249381756459,-175.93504374244174,-172.4545299972544,-42.327300801173564,-179.39472328766385,-43.65121339017067,-258.32357384117086,-36.19273062074133,-199.2607572101856,-298.2823016629636,-173.34689181385113,-43.362879247543006,-37.68488024041776,-44.468600172292575,-40.99422943639023,-42.64997688612393,-37.60149218706956,-42.003214312636715,-44.671782604774236,-44.78478373582697,-42.12951628982105,-46.82005797412225,-158.4801045206677
120000,-204.22279831890185,-43.82768902421041,-157.06045132358176,-42.68541281243563,-178.985705735506,-109.04415672488922,-37.44621399523109,-252.2187582209027,-245.13636995491774,-38.2965341884811,-269.35110305920875,-208.97984472671686,-41.644474000792,-181.52138716676887,-43.02822486839975,-240.45757766624178,-39.814819162509515,-204.6886223459427,-270.6328567175555,-187.1051666051982,-42.63099234234398,-38.125095513373886,-45.0459645377364,-41.24021789626647,-42.440135051696714,-38.673724729806125,-39.62644734633629,-45.115755113052884,-45.30286671170272,-41.856659113893826,-46.21394002814172,-254.68987777238735
130000,-190.8734135020539,-48.95294741967316,-133.44243612025562,-42.21947893792204,-196.851161861134,-162.40354439636684,-37.44569867336736,-261.29824341515155,-235.44818892349446,-38.538421133587654,-232.72867958223424,-171.23170813885764,-41.40213217936959,-284.8463941302154,-42.784313114681,-168.59285143392117,-36.479498258976626,-203.56419274118718,-271.46650797092866,-204.59833022825626,-44.0286622678526,-35.368483874531904,-45.404468324750304,-43.47919423407939,-42.8283497495729,-37.28114453582133,-40.93243483936041,-44.52479731051723,-45.19325717056499,-41.622720281641186,-46.334903330361435,-178.60014129685513
140000,-195.1185432516599,-44.96809857236099,-100.36889038510063,-41.55407915487344,-247.26710077174707,-111.99793251847498,-36.103695340516786,-251.108057498753,-266.68538790894365,-38.13734013541275,-290.7226921286521,-260.6621138840624,-35.53700676883395,-202.8246967980095,-41.93811048064161,-223.33654091739444,-42.30269528386377,-185.79326031941963,-300.80022217487533,-176.02101404296224,-44.0973247831256,-40.21112271567794,-44.37921625958125,-40.66564855151221,-42.055347005648926,-38.63527456841938,-40.95279153194797,-44.48062803020513,-43.65702550429649,-41.67413613317153,-45.32974369892734,-191.57293169350845
150000,-238.88051070562062,-42.83938243653756,-107.69264837960529,-41.679129123520404,-269.1991190375089,-225.20730281343387,-36.95503711489523,-239.76051860050572,-256.9225138775262,-40.01160810895725,-263.785667942547,-262.4166606393731,-41.676998240560735,-286.72523813261597,-43.47663046908765,-223.3850309183677,-36.84185803639964,-132.28995084276445,-287.21036659613844,-200.5927797246972,-41.70926197071573,-37.7681713706845,-44.26856132814459,-41.686600241742205,-42.04809636462838,-41.019692139418574,-40.88437233215505,-44.3974176018514,-44.53230952384281,-40.93223454100944,-45.03250088853142,-152.18946205712308
160000,-217.00676691367528,-43.38849450038344,-123.76239011806551,-39.67137647143535,-199.63055432419378,-191.42923968595161,-36.77478327297048,-262.12303514421166,-266.57382821384874,-38.6910695145584,-226.38851629313234,-232.89319082216286,-41.45620636863624,-291.02913057807706,-39.112923418919515,-202.66602211219183,-40.55499875130443,-185.3802412247675,-297.3945380453047,-218.27854156628106,-65.69127415888175,-29.739411138612425,-41.710187225694995,-40.04358750287715,-42.81741000416105,-32.77144908767413,-39.04659330082488,-45.46807218501545,-44.16070759249403,-43.92947722995201,-44.59164908841924,-142.6630857095809
170000,-192.45165825797997,-42.455108105097246,-145.013098631309,-41.345994226135645,-195.1892663673001,-196.52306979686466,-36.970987256589744,-236.26883003413462,-281.3709386106103,-37.384183645806594,-229.87507751002568,-232.2157615212014,-36.42638239987176,-285.4265986059265,-41.6091167856644,-203.0676824656377,-36.25718707231464,-164.87447784826642,-270.6345114822344,-134.37185090701172,-46.44075073137572,-33.334112829701425,-43.33908158728186,-41.27605657782335,-41.97252788654351,-36.68905594803088,-39.194611635143765,-45.57416103567825,-45.06311566956007,-42.981693292023245,-44.989916485741915,-72.32671771217728
180000,-219.63923815712775,-42.03746457573872,-148.32608568748972,-40.213634497401635,-264.7171574325106,-108.11950976163739,-36.003631822686934,-158.82337500283705,-251.82361187228085,-37.33609922200046,-290.6778468331957,-232.55999929143033,-41.903564327729065,-283.8383014124599,-41.64660307301893,-208.13695423631282,-37.23776191250123,-154.49786466591402,-246.26751357316553,-158.49182719948988,-40.58182799934949,-34.06602691530865,-45.03995904016368,-39.486334558682906,-39.7551458801001,-36.5609034511295,-39.23522709046757,-45.01819073924666,-45.399185495625716,-42.327449353854455,-43.980242491303635,-64.30766783923404
190000,-186.95311753806257,-42.62692416805593,-108.38063861458294,-42.29370569592675,-201.35386101962607,-128.60778801076944,-32.728408589929955,-193.3659695473029,-230.86094143839006,-38.31221727715409,-272.7208119771104,-202.38150509124574,-40.60393200052719,-282.6004398363483,-41.44630962061761,-220.31404607650873,-41.92125378957352,-174.14530456676235,-211.06701907124986,-197.32091166102234,-41.21182764367122,-30.34639760624317,-43.95630123626784,-40.02222467132006,-43.17361335891435,-37.25001982136184,-38.27538803220726,-45.24678694816886,-44.31468190778961,-42.78372153084825,-44.108916535267646,-67.45442781754426
200000,-229.4577753266517,-42.03552145742213,-119.15389057012125,-43.41833925212301,-259.9720088591828,-162.81509267328096,-36.53073928687132,-187.9590234627963,-238.13160419196814,-39.78547789635545,-291.4934936909259,-235.46236686972648,-42.06441402778177,-236.49195972193877,-41.29494101060068,-248.97192018861125,-46.263227447853765,-166.3751139646578,-217.94982368424735,-139.24647925230266,-39.604438645917526,-30.880475746881228,-43.117370175155905,-40.460431084085364,-42.38496894127903,-37.53128062671928,-38.69310500014753,-45.15282260696496,-44.36856103334073,-44.949518123239855,-44.593790869383355,-81.09770699908431
210000,-202.47739406795924,-42.456117367918246,-128.3042265543856,-38.299497883980536,-218.9561337183243,-166.89990658910648,-34.84401685370396,-209.54204381525773,-260.87969384511746,-38.62508630888252,-297.45710203744443,-276.2021618486045,-43.069053953789606,-275.43472286919,-41.319482764095035,-237.71945050635358,-47.38704461671662,-173.60482894058788,-242.82983298247635,-176.24778673552254,-43.47082547307056,-36.31263361402588,-42.20140544774832,-40.49941290394158,-43.03031196599159,-37.18817430816409,-40.99341612185326,-44.74479907691793,-45.146839607688015,-58.577734486554995,-43.752530339613756,-64.04394707929995
220000,-236.48895103347812,-41.77205397011347,-104.69361468816399,-40.17359709544937,-236.3517969107841,-183.3280112673318,-35.52220227563937,-162.33291313367624,-243.45588363999323,-31.207405653987298,-304.47310639371784,-161.9753745240842,-36.83165173060319,-276.451267693632,-42.535003198002116,-198.11681917847628,-61.239106240882,-160.2818625276697,-264.2053032342573,-229.259959915234,-36.98102677635749,-38.18411271891241,-45.649751995944456,-34.76718004804782,-42.3882226944756,-37.40027427311098,-41.25445770014232,-44.86505445077723,-45.16388062593098,-41.60203074909738,-42.80866900247106,-63.92627792828021
230000,-246.41591722514374,-42.15083740310581,-166.71552079701954,-44.56625565727329,-254.66303745811675,-166.36052553940937,-35.00086421573389,-181.55535073126887,-248.99302327974098,-32.964561141685984,-292.19957392057535,-148.91188874295693,-36.93879412729331,-279.2783254042722,-40.556505791405336,-272.42721982743205,-89.5038509973606,-196.5873936399998,-254.95351041958295,-169.68067061907,-43.57168211564242,-37.09596976234029,-44.23434764961,-39.87975467901279,-41.97362515321018,-38.23879477087041,-41.250429516647046,-44.81566428563068,-44.27563711013658,-42.232800432732276,-43.88512775193644,-48.62036619349
240000,-238.7681190856612,-41.52094034157476,-163.2940329620504,-38.459175776824125,-214.99120116446045,-120.93775395714981,-33.812754965770175,-198.03200022046303,-238.8402246695828,-31.948048405544863,-295.02641044703216,-117.8751836035458,-36.561158552468356,-273.1341449634385,-40.947349998496314,-235.87244467891588,-118.1591552162516,-186.68632204273842,-271.36443324117596,-114.71312965223916,-32.613332390848086,-38.52666683877077,-42.52751201224217,-37.13445194231248,-42.357063776400494,-34.814821606831785,-35.36683325456038,-44.50596250835934,-45.35984834871647,-42.171698593003825,-42.94552523720336,-51.59795031731867
249856,-253.09079538299108,-41.90312734058297,-188.95656433639502,-41.49738590346355,-252.31926816059485,-159.59596796068067,-26.758935435833543,-205.75283535145084,-238.08597533019343,-37.65173853573192,-279.1295675274721,-123.65347565827538,-33.79984006633874,-278.50282521986577,-61.58233401205285,-241.4652331159522,-78.76906652385759,-178.09504447845205,-256.1379962760132,-203.3334263359804,-36.48977414585595,-35.52972982168867,-45.40908177326259,-36.195510473576505,-42.676687623151544,-39.64872718700824,-34.6193647689278,-44.76566238927315,-45.17896531367237,-40.26909987091142,-43.04125103538419,-51.96390060757254
