idx,Run0,Run1,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32
0,83.70506118136072,116.0465010656017,95.51382207511345,73.68544923471045,70.8709099645892,77.40453659327873,80.35754092401126,99.16588021381413,80.40716175822212,96.40108943840143,74.91457866875669,96.78521368886666,89.52996917114753,79.7806885035046,102.76360248896744,92.19928144805785,73.47405109215705,98.54300271695854,105.86939163752253,98.48111454925888,77.77647588586024,79.57013115837952,78.63026855683819,94.26605658999452,69.86799661242796,100.98638340943116,102.71949779611515,83.34681794037049,88.6193478780994,71.92185779424094,71.94107386381792,98.61772726252568
10000,111.16518841556889,72.68022957942236,72.7931270123836,78.79109345693358,130.78398267012386,48.581153918285366,79.60164641164897,92.42212041090612,15.105898486362321,13.379691620902257,17.699277891026103,98.67655163740065,106.92280664892279,117.72340602794472,18.660681282361374,96.82323804260858,119.84490245376253,119.6335600566729,78.53055145294442,84.52474901078577,23.03024891996853,11.076303266167201,109.34813439207511,98.62549739622695,100.65265974329655,78.29593227885329,81.48164595393796,25.41709200792317,11.472138565003222,62.339058941116534,78.55416710827251,42.074805280120884
20000,68.42668704735546,104.54289161002717,99.41310835545434,11.112694156825258,119.57924019196989,80.39091323860491,65.9364746691353,62.598381730090296,86.26536750762271,13.087165440558742,105.5483304264881,133.16789069374119,125.41123059048311,104.06046473145499,11.571580574402148,79.72539725050409,109.05577123742763,95.34527066057048,89.75538767717143,63.87544402059397,11.562242994751402,11.943592242699971,10.993888071562704,11.674929426912838,11.514200671718264,12.873713435303841,8.721138902747933,13.965349599643165,11.157453146858073,70.92442792528468,74.58422858801849,91.46984833715095
30000,105.9455235775528,97.50964529332919,58.955107866205566,11.209203669179583,129.9557138287454,71.37128548244152,90.94231957511582,70.81592622240716,116.58550026066605,11.993167457243329,118.89788193105007,129.40232375168156,53.30114606684134,127.8941191167546,10.586220425429364,61.31215952477053,84.01476515843991,68.90510044965636,85.61970176675345,46.45490085413235,11.254794080115184,11.924667208740091,8.743949517107234,9.927245291814792,11.996812628524907,12.515011253569856,13.277327844693373,11.504218986957065,10.846491789545526,12.626940516453113,62.06208920804517,88.25940749880141
40000,76.75789667147491,124.11981988674174,85.7695567656626,11.422918706875166,104.20276277047162,56.07327951522664,67.90147250246362,95.51652303010765,95.2481875669749,11.963295517503584,75.48372233105896,73.19664759354988,18.531470063843358,120.9631567108222,10.826112406687193,61.5022831821211,82.23142363171885,68.91325707235856,85.94222094398832,67.03306833727041,9.59569441464022,9.302040750329096,8.731111386877844,10.743066462647704,11.770316432972468,11.23667633726848,11.997028249789853,11.656218552692732,11.086358623068978,10.979077698707721,17.272775837138003,85.92480415411217
50000,60.407681213412,103.81886073810064,70.0521959466004,11.059306260216424,118.53862295312456,42.829879129463826,66.98136993198787,100.52997173069153,98.60408601368772,11.02425476088293,75.09277534501143,126.55970912242574,11.948246804376078,124.53733794376181,11.209595203331107,67.52116815862279,92.03459695268755,79.65562248766304,73.9953442073483,48.67743054833549,9.037211633404658,8.954182330568973,10.409904332595906,7.982877710177334,12.074241572881437,11.762818998066525,11.572112922302033,11.504281730487548,11.136677927894185,11.641248200118069,11.370104622357442,62.16010818502252
60000,126.08585399990278,111.85806540012446,54.04524479640171,10.74478860676955,85.6691528176474,96.17231263052089,71.70049243798336,104.17267560706465,63.40294893626147,11.036022755571285,52.390171527655085,117.98655140258289,11.300509469623522,101.32732585880339,10.227750956760422,61.45905222070273,72.71842120356477,70.5438530281394,115.37416424119363,49.45839175211176,10.44142599946502,11.180494081234036,8.794294980453174,10.983903775005352,11.197135816492342,12.082650465072552,11.425484688484232,11.292415842199489,9.930152290873325,10.155432586265064,10.923529932329512,98.45869657800549
70000,95.63351203805723,101.37778011094747,72.26863455827464,10.449240812920419,87.61039180352694,119.2065087788099,10.731460654573988,63.60314357862388,81.10499397961446,9.731235295169208,53.02388938529304,132.48206043268715,12.323297363846779,64.02507591318323,11.236080525047381,37.566674093926814,74.54996796084248,85.54959297792801,72.21302307836832,43.299220926143434,10.961513173826443,16.404803558352484,7.921520056107537,7.403611464523256,11.551944199288991,17.592732937945662,11.390283263604664,11.32428626634226,10.208290669730115,11.159344077708328,11.282247682959044,83.91266983620703
80000,76.41863822639822,112.56809167234374,71.06559809154145,9.95429513990969,95.27896505827374,71.07485001365168,9.472187951323217,45.709355044684905,71.99737560275726,9.835203365112262,121.34726194704044,105.4723720733592,11.964407170716315,77.35098897133635,10.634026833843498,91.82589580874404,14.324399930873486,72.49957551608223,76.41007153017216,84.59269254159027,8.707923819092754,8.516119004764793,9.103489164466515,9.098425631546995,11.895750381931986,12.040865622670019,12.322905977399394,11.426369386369075,10.246300316370055,10.941948720929206,11.042387681137031,64.93680252566313
90000,81.49248015581449,112.36694691504577,62.06800294414488,10.239851897179385,131.4055601172824,89.99356458564043,9.317488317235377,104.08245024296384,81.73874027021246,10.534136938119318,117.46226399766309,43.55881447063944,11.564893307378483,113.8487467182755,11.083099604099518,70.15328408298747,9.837484603560581,32.490366582140034,87.18237578078613,50.4783264253971,9.292617935312297,9.150879846676128,7.89692702212544,10.448762796731168,11.658332040087542,10.024022914574056,10.164597402498096,11.816160991183201,9.840859820484313,11.860281865022904,11.31327616122718,73.76392716711914
100000,74.27557930835252,54.03090687812135,92.41849866874273,9.982977331558311,131.33208698304642,100.95696445341129,8.858707663567925,62.79895293762978,88.7647734991595,7.476152453388976,74.48333177780778,60.67975863232884,11.899481240654827,113.07382130370904,10.554787635346129,50.744449142961116,7.002533680576637,55.457392380841085,71.55881588005913,65.74720146682249,7.0779384693721905,10.479665820861856,8.662333479511792,10.122676538784718,12.263958350181989,10.307327668229798,10.807035419927148,11.860223856015043,10.446487398051385,9.855470418383241,11.362810265804697,47.76963249163479
110000,83.1823087621798,12.048191807489301,83.71963418943713,9.972560215097781,118.62168170260507,139.2714599173104,10.224993749521268,53.912427646361145,104.02745481365157,8.610335905223662,128.07351461053915,74.36350526095227,12.950491798556824,137.42728887175977,10.005685969610244,57.083225536606534,9.791275016412904,49.15439869935801,89.15203597521622,65.74872841266252,8.80713348591138,9.65042702748471,8.589648680813818,11.131077582748189,12.302768805331565,15.522391807043483,10.779364598649954,11.694802775600513,10.959439462537567,9.576722407744747,11.22811090058705,79.83709324027423
120000,84.20513512464859,12.325098220377601,88.48886035208385,12.906178077999654,98.54336941780203,87.87173688669155,7.517749031045292,56.32879907897153,85.00096864518541,10.215430350060183,89.7894991040703,70.60519931813367,12.059376982142858,140.60353209528446,11.044490124003774,77.50523411821534,10.639287598008792,46.12832998071512,81.66475892378084,68.77002552201292,6.620854183783533,9.490398898476885,8.355604837410382,11.082881079997332,12.229439589900554,10.775563241680404,9.815273302760692,11.669832894120999,10.683586209813924,9.549542714416305,10.615377720782496,49.96213630897741
130000,57.30518036113931,11.990166837418347,82.50686713521681,13.177632550980439,125.04959161280975,104.02089791082847,9.089046832643383,58.14904220026344,71.9565106245772,9.659800045359573,112.5549925405669,46.70143652056321,11.975104170238462,91.5587155559163,10.044441170396222,102.84286018339279,18.77923933580471,47.07596122666741,76.99426439065287,87.02617457814353,8.366469376975928,8.695800815674088,9.27045866807308,9.209309605878124,12.704924994320002,9.258385677176344,9.504086783414582,12.059332461572014,10.73131062079162,9.71493995819073,10.247603344661234,76.46074723874324
140000,63.83174949490889,11.596967778222682,73.05831331808102,14.275937201952193,129.4894836284132,87.74541377060956,6.84226220232639,60.68552875059324,73.6785664709824,7.176216525643823,82.0125559764168,59.26203693639587,17.972926177299076,124.24530242739465,10.554165314393945,88.70355901020247,14.941001699288663,49.4941259175076,73.67679428624548,107.93971431237873,8.720226190595772,6.3921752819867494,8.267914970620035,10.965082758371452,12.171180844751419,12.403413940043713,10.10096527675212,12.092924870646595,13.955170281271872,9.11800125196567,10.414013941471731,62.81368115982301
150000,67.11943704045636,12.061391579450783,81.64494889553485,14.091665687463294,90.63610710421666,95.12788641243115,7.578856111900626,45.51063764805563,68.32159403332624,10.971077653535463,126.33013445869601,89.69902238441064,12.239069830239217,88.20105255458616,9.052115830876089,82.15999223805346,18.684352789778828,59.5866193272481,88.46948171038832,87.05398342606861,9.469215611384257,8.276800720712096,9.198959615152976,8.737155541270873,12.409613479145058,10.224126681877287,10.035469747333712,12.18806878597221,11.004929433704174,12.473743168255558,10.292039965431895,91.24001265514798
160000,81.96104816273574,12.195382761412814,82.14784068138083,15.023567712814806,112.3655745684634,117.06620616038012,7.865429788009305,74.28232228836121,74.17463599639582,12.291905763263903,137.35128561867086,106.34228959682746,12.765785774168302,86.42213983662326,14.102468923485695,68.60247390259833,14.162075519939938,60.02163139465168,85.63117475430036,88.43904700255051,64.7086264617204,14.94405693319084,13.451260388739483,8.920736907080725,11.885728955423811,15.896650352012166,9.042858106537564,11.495917844651018,10.963479113182752,10.37304971625371,9.167948557507502,85.49505736019611
170000,77.20343962399437,12.174708332173351,81.07343613191979,11.771056862335161,114.75694056035819,46.69758678984455,7.329404670144134,85.29464670512235,66.53291533716389,10.965764748221014,110.69111951062459,120.38275502276089,18.17486877551949,89.80555544879232,9.464594996914874,67.3579441878726,10.161795237144544,62.80250198375713,75.61912844649478,58.30006878399929,8.322324389311332,8.928970666701504,8.78643517640753,11.158319844777393,12.033678924561077,11.198097226568752,10.074759614388816,11.382397887043275,10.627082372794577,8.576377656173301,9.611416431705504,51.999933684626086
180000,64.3513308397834,12.621730947072384,81.71538043190345,16.083007114204783,74.42727077491342,60.65585388324001,7.83341886538419,78.36718052382714,67.6827582964489,8.368062154379475,82.69010577313648,113.38757431188824,11.800839232482282,90.836340130793,9.15348174785976,70.2977270670527,14.225813604940084,80.43438042513534,88.7915664652968,103.38136853183626,12.447156172540842,10.874922949929756,8.910537770178461,8.861155071198262,11.966612997874773,10.399675189283164,9.254327347882988,11.888157275380184,10.896324437225468,9.456300660165478,9.11072147111898,41.61014130101708
190000,81.5215708091917,12.132771797197112,68.53005269377148,13.309421677149095,105.0632137161914,65.95001312239783,8.614970200574724,63.22680455164452,80.78844195502761,9.517169104083864,92.41091731447115,113.62789661639616,12.55593657304538,91.53329431729267,10.073182158107727,66.73202577067059,18.031701266379034,56.04239106473188,103.93199432237398,77.83769617915192,9.016982702756739,13.231152587430817,8.216375329195182,14.422255553530658,12.175922418912089,10.72488370428546,8.757125621162999,11.294734572224522,10.603487133578122,9.418504981045297,9.197953247658639,48.23637220880173
200000,54.608664558330474,12.493498057366494,73.53145345000931,10.210608831573708,78.44045063230404,51.70533639909391,11.890655359551484,63.23280905146261,68.92250686280563,8.973285767425587,84.8401039879189,68.980052508333,11.694107602851204,110.49841255771153,8.864673653675764,58.25561286650254,23.03307853419725,95.72659033995318,100.37351419466255,91.42484214062124,8.253429649505053,17.24624505746133,7.911732257950556,8.72308203812495,11.248743784801597,11.495625466957756,10.217896688036587,11.000659050629318,10.676102780510488,11.913316218360071,8.761222450536518,83.04574055180143
210000,74.6649289498296,12.099779022877115,73.46454536558117,16.585365579571672,126.84972281471885,56.37445457973589,9.724598872287872,64.59896502422488,65.33999886340341,8.811797072841502,71.06939985342024,56.84522927157407,11.198180906589988,93.16321271393956,9.728815721406121,71.94864852229767,18.106319651343995,75.0550426966761,87.41390783238703,110.90118210989293,6.2007518676674165,12.052081970876849,8.61121266543664,12.976007663763655,11.35413357562705,10.984002401725464,10.599196492856773,10.782479363513763,10.260921882633838,45.30676391256475,9.378578923306824,52.083095426833
220000,59.9829566638218,12.67339936981203,65.01023260782046,16.195994676306476,102.25021673585293,69.28139213402393,7.343760155415277,89.35277467219312,63.3671835826258,13.727009826746173,63.38390421608045,83.50566173199164,17.52661730561704,93.61743181018615,10.755537882942669,76.0931541634273,58.68604744953267,49.17114395210237,63.96249482491048,87.58712047783608,7.314881709559356,8.912972492238938,8.186205292843713,17.61417652059311,11.340712180234156,11.502565078092866,10.528016816142628,10.922164763379442,10.724395445182553,10.207601107242155,9.144222551964258,57.112292553528086
230000,68.57895756995607,12.60198990512289,73.81159056396315,10.36672666375586,68.43258305065577,64.71971211150684,8.617782097381676,78.61175889459444,68.08851293923061,10.335768350522773,71.20332508273171,80.95215804994567,16.58091480224997,92.37324101446302,10.836898704885801,62.19983826143633,58.699583883980935,51.05108454806329,93.54664431355948,107.32503518178474,7.984963230691768,9.489655517185037,10.161108501283884,12.609822691357282,10.883754907831724,12.559500708245364,12.085793137260923,11.239943370322331,11.051834460791135,10.408276751256365,9.381758290756977,15.940318762812582
240000,53.63609689152195,12.99093115488479,81.77715681349315,16.30833277147403,86.0532969447318,70.79488219282872,8.691832240459672,71.16864650880633,66.88470101449877,8.616877179013358,64.34005151647017,59.74837402056421,17.063988309989817,94.54885195655469,11.923034332669756,80.04491550157917,87.2441998937387,76.10100488792436,73.60670974054372,94.08942160852521,16.484028483603755,11.848344283019832,8.953974739105353,11.002674450357311,10.90951315913492,11.072518798374817,10.287218030129795,10.836081640189551,10.086706382004156,9.167509120845326,8.936183757839062,22.42167362004346
249856,56.631418130778336,12.654870208537497,41.518173483383805,13.74791217199549,82.45641193601023,69.77342882683253,14.464227569298064,127.86148912284355,61.965675169100976,10.65379209549338,75.75613464185864,58.73546853992088,16.297725763617642,92.66545031494772,60.075171471406115,52.443862633523,49.91896385274681,71.91901052694023,62.668757720465095,113.74128588881001,9.377700262342104,9.791309971637757,12.021008115015931,11.515993910454107,13.200997405778125,14.055325213889624,16.25662709829014,10.9887455144376,10.245042084544883,10.407699274920265,8.815221275439706,20.977792847501693
