idx,Run0,Run1,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32
0,0.33993463423951903,0.4714045207910317,0.4229525846816506,0.44221663871405326,0.49888765156985887,0.458257569495584,0.33993463423951903,0.3,0.49888765156985887,0.24944382578492943,0.4,0.3,0.48989794855663565,0.44221663871405326,0.4955356249106168,0.48189440982669857,0.44221663871405326,0.5,0.48989794855663565,0.49888765156985887,0.0,0.4955356249106168,0.37267799624996495,0.49888765156985887,0.0,0.37267799624996495,0.0,0.37267799624996495,0.3,0.45825756949558394,0.24944382578492943,0.0
10000,0.458257569495584,0.45825756949558394,0.4229525846816506,0.0,0.49888765156985887,0.0,0.4000000000000001,0.49888765156985887,0.0,0.0,0.0,0.48989794855663565,0.49888765156985887,0.49888765156985887,0.0,0.42295258468165065,0.42295258468165065,0.48189440982669857,0.49888765156985887,0.4898979485566357,0.0,0.0,0.48989794855663565,0.3,0.49888765156985887,0.37267799624996495,0.48189440982669857,0.0,0.0,0.49888765156985887,0.0,0.0
20000,0.24944382578492943,0.48989794855663565,0.48189440982669857,0.0,0.49888765156985887,0.0,0.4955356249106168,0.37267799624996495,0.49888765156985887,0.0,0.49888765156985887,0.49888765156985887,0.48989794855663565,0.3,0.0,0.3726779962499649,0.4229525846816506,0.4229525846816507,0.48989794855663565,0.33993463423951903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.48189440982669857,0.49888765156985887
30000,0.4818944098266986,0.37267799624996495,0.3,0.0,0.49888765156985887,0.0,0.4229525846816507,0.29999999999999993,0.49888765156985887,0.0,0.49888765156985887,0.49888765156985887,0.0,0.49888765156985887,0.0,0.33993463423951903,0.4229525846816506,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4229525846816506,0.3
40000,0.4818944098266986,0.458257569495584,0.4714045207910317,0.0,0.4818944098266986,0.0,0.4229525846816506,0.4818944098266986,0.49888765156985887,0.0,0.3,0.4229525846816506,0.0,0.42295258468165065,0.0,0.0,0.4229525846816506,0.33993463423951903,0.33993463423951903,0.33993463423951903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
50000,0.33993463423951903,0.4955356249106168,0.4714045207910317,0.0,0.45825756949558394,0.0,0.4818944098266986,0.4818944098266986,0.49888765156985887,0.0,0.3,0.49888765156985887,0.0,0.4818944098266986,0.0,0.33993463423951903,0.4229525846816506,0.4714045207910316,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000,0.42295258468165065,0.49553562491061676,0.4955356249106168,0.0,0.0,0.48189440982669857,0.4229525846816506,0.4818944098266986,0.4818944098266986,0.0,0.3,0.49888765156985887,0.0,0.44221663871405326,0.0,0.0,0.4229525846816506,0.29999999999999993,0.49888765156985887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4818944098266986
70000,0.4000000000000001,0.4714045207910317,0.4422166387140533,0.0,0.0,0.33993463423951903,0.0,0.42295258468165065,0.4818944098266986,0.0,0.3,0.49888765156985887,0.0,0.3,0.0,0.48989794855663565,0.4229525846816506,0.33993463423951903,0.33993463423951903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48989794855663565
80000,0.4229525846816507,0.4714045207910317,0.33993463423951903,0.0,0.4229525846816506,0.3,0.0,0.4818944098266986,0.33993463423951903,0.0,0.49888765156985887,0.4955356249106168,0.0,0.4229525846816507,0.0,0.49888765156985887,0.0,0.33993463423951903,0.0,0.4229525846816507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33993463423951903
90000,0.33993463423951903,0.3,0.4818944098266986,0.0,0.4955356249106168,0.4714045207910317,0.0,0.4229525846816506,0.33993463423951903,0.0,0.49888765156985887,0.4229525846816506,0.0,0.3,0.0,0.29999999999999993,0.0,0.4422166387140533,0.29999999999999993,0.4422166387140533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4422166387140533
100000,0.3,0.4229525846816506,0.4229525846816507,0.0,0.4955356249106168,0.44221663871405326,0.0,0.0,0.4229525846816507,0.0,0.3,0.4714045207910317,0.0,0.4955356249106168,0.0,0.4818944098266986,0.0,0.42295258468165065,0.0,0.4898979485566357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33993463423951903
110000,0.33993463423951903,0.0,0.4229525846816507,0.0,0.4818944098266986,0.48989794855663565,0.0,0.0,0.4000000000000001,0.0,0.49888765156985887,0.45825756949558394,0.0,0.49888765156985887,0.0,0.29999999999999993,0.0,0.0,0.0,0.4229525846816507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49888765156985887
120000,0.33993463423951903,0.0,0.49888765156985887,0.0,0.4898979485566357,0.37267799624996495,0.0,0.0,0.33993463423951903,0.0,0.3,0.49553562491061676,0.0,0.49888765156985887,0.0,0.3726779962499649,0.0,0.0,0.0,0.33993463423951903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
