idx,Run0,Run1,Run2,Run3,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17
0,1.0,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10000,0.7333333333333333,0.23333333333333334,0.9,1.0,0.26666666666666666,1.0,1.0,0.06666666666666667,0.23333333333333334,0.6333333333333333,0.5666666666666667,0.8,0.6,0.6333333333333333,0.9,0.43333333333333335,0.5666666666666667
20000,0.4,0.0,0.8666666666666667,1.0,0.3333333333333333,1.0,0.5,0.5,0.0,0.23333333333333334,0.6333333333333333,0.7,0.3333333333333333,0.5666666666666667,1.0,0.6333333333333333,0.36666666666666664
30000,0.4,0.5,1.0,1.0,0.23333333333333334,1.0,0.4666666666666667,0.36666666666666664,0.0,0.23333333333333334,1.0,0.3333333333333333,0.5666666666666667,0.1,1.0,0.2,0.4
40000,0.36666666666666664,0.43333333333333335,0.7666666666666667,0.9,0.13333333333333333,1.0,0.1,0.4666666666666667,0.36666666666666664,0.0,1.0,0.3,0.23333333333333334,0.1,1.0,0.2,0.26666666666666666
50000,0.43333333333333335,0.4666666666666667,0.6333333333333333,1.0,0.06666666666666667,1.0,0.0,0.23333333333333334,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.43333333333333335,0.4,0.1,1.0,0.23333333333333334,0.26666666666666666
60000,0.06666666666666667,0.3333333333333333,0.5,0.7666666666666667,0.23333333333333334,1.0,0.6333333333333333,0.43333333333333335,0.26666666666666666,0.23333333333333334,0.5333333333333333,0.6333333333333333,0.2,0.4666666666666667,0.9,0.36666666666666664,0.26666666666666666
70000,0.1,0.0,0.6333333333333333,0.3333333333333333,0.43333333333333335,1.0,0.8333333333333334,0.7333333333333333,0.26666666666666666,0.3333333333333333,0.6333333333333333,0.2,0.0,0.36666666666666664,1.0,0.23333333333333334,0.43333333333333335
80000,0.0,0.3333333333333333,0.26666666666666666,0.5666666666666667,0.1,0.6333333333333333,0.23333333333333334,0.7333333333333333,0.0,0.0,0.7333333333333333,0.5333333333333333,0.1,0.3333333333333333,1.0,0.23333333333333334,0.06666666666666667
90000,0.1,0.23333333333333334,0.4,0.43333333333333335,0.2,0.8,0.0,0.7666666666666667,0.13333333333333333,0.0,0.36666666666666664,0.13333333333333333,0.6,0.06666666666666667,1.0,0.06666666666666667,0.13333333333333333
100000,0.06666666666666667,0.3,0.16666666666666666,0.2,0.13333333333333333,0.5666666666666667,0.43333333333333335,0.5333333333333333,0.0,0.06666666666666667,0.36666666666666664,0.3333333333333333,0.0,0.23333333333333334,1.0,0.0,0.16666666666666666
110000,0.2,0.0,0.06666666666666667,0.5666666666666667,0.0,0.7666666666666667,0.4,0.5,0.13333333333333333,0.06666666666666667,0.36666666666666664,0.0,0.13333333333333333,0.5333333333333333,1.0,0.26666666666666666,0.4
120000,0.0,0.0,0.16666666666666666,0.5666666666666667,0.23333333333333334,0.5333333333333333,0.1,0.7,0.13333333333333333,0.0,0.36666666666666664,0.4666666666666667,0.0,0.5666666666666667,0.9,0.1,0.1
130000,0.23333333333333334,0.13333333333333333,0.0,0.06666666666666667,0.23333333333333334,0.3,0.1,0.5333333333333333,0.23333333333333334,0.0,0.13333333333333333,0.3333333333333333,0.23333333333333334,0.2,0.9,0.36666666666666664,0.5333333333333333
140000,0.0,0.0,0.2,0.2,0.36666666666666664,0.43333333333333335,0.5666666666666667,0.43333333333333335,0.0,0.0,0.3333333333333333,0.13333333333333333,0.3,0.3,0.8,0.3333333333333333,0.0
150000,0.16666666666666666,0.1,0.1,0.36666666666666664,0.0,0.0,0.1,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.6666666666666666,0.4,0.5333333333333333,0.9,0.0,0.3
160000,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.2,0.3333333333333333,0.1,0.23333333333333334,0.0,0.4666666666666667,0.0,0.8333333333333334,0.8333333333333334,0.26666666666666666,0.16666666666666666
170000,0.06666666666666667,0.1,0.1,0.0,0.0,0.13333333333333333,0.0,0.3,0.0,0.13333333333333333,0.0,0.0,0.0,0.7666666666666667,0.6666666666666666,0.0,0.06666666666666667
180000,0.0,0.1,0.1,0.0,0.0,0.4,0.16666666666666666,0.5333333333333333,0.13333333333333333,0.13333333333333333,0.23333333333333334,0.3333333333333333,0.0,1.0,0.8333333333333334,0.06666666666666667,0.3
190000,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.43333333333333335,0.0,0.0,0.7333333333333333,0.23333333333333334,0.0,1.0,0.6,0.0,0.06666666666666667
200000,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.3333333333333333,0.0,0.13333333333333333,0.6666666666666666,0.36666666666666664,0.0,1.0,0.6,0.0,0.3
210000,0.13333333333333333,0.0,0.0,0.0,0.0,0.1,1.0,0.36666666666666664,0.0,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.0,1.0,0.6,0.0,0.0
220000,0.0,0.0,0.3333333333333333,0.1,0.1,0.2,1.0,0.23333333333333334,0.0,0.0,0.8333333333333334,0.13333333333333333,0.1,1.0,0.6,0.0,0.06666666666666667
230000,0.13333333333333333,0.0,0.0,0.0,0.23333333333333334,0.0,1.0,0.5333333333333333,0.0,0.36666666666666664,0.7,0.3,0.23333333333333334,1.0,0.9,0.0,0.1
240000,0.13333333333333333,0.23333333333333334,0.0,0.0,0.23333333333333334,0.2,1.0,0.5333333333333333,0.0,0.0,0.43333333333333335,0.6,0.13333333333333333,1.0,0.5,0.13333333333333333,0.1
250000,0.0,0.23333333333333334,0.0,0.13333333333333333,0.0,0.0,0.0,0.23333333333333334,0.0,0.23333333333333334,0.7333333333333333,0.06666666666666667,0.1,1.0,0.8333333333333334,0.0,0.1
250000,0.13333333333333333,0.23333333333333334,0.0,0.13333333333333333,0.0,0.0,0.0,0.23333333333333334,0.0,0.23333333333333334,0.7333333333333333,0.06666666666666667,0.1,1.0,0.8333333333333334,0.0,0.1
