idx,Run0,Run1,Run2,Run3,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0.26666666666666666,0.7666666666666667,0.1,0.0,0.7333333333333333,0.0,0.0,0.9333333333333333,0.7666666666666667,0.36666666666666664,0.43333333333333335,0.2,0.4,0.36666666666666664,0.1,0.5666666666666667,0.43333333333333335
20000,0.6,1.0,0.13333333333333333,0.0,0.6666666666666666,0.0,0.5,0.5,1.0,0.7666666666666667,0.36666666666666664,0.3,0.6666666666666666,0.43333333333333335,0.0,0.36666666666666664,0.6333333333333333
30000,0.6,0.5,0.0,0.0,0.7666666666666667,0.0,0.5333333333333333,0.6333333333333333,1.0,0.7666666666666667,0.0,0.6666666666666666,0.43333333333333335,0.9,0.0,0.8,0.6
40000,0.6333333333333333,0.5666666666666667,0.0,0.0,0.8666666666666667,0.0,0.9,0.5333333333333333,0.6333333333333333,1.0,0.0,0.7,0.7666666666666667,0.9,0.0,0.8,0.7333333333333333
50000,0.5666666666666667,0.5333333333333333,0.0,0.0,0.9333333333333333,0.0,1.0,0.7666666666666667,0.7333333333333333,0.8666666666666667,0.5333333333333333,0.5666666666666667,0.6,0.9,0.0,0.7666666666666667,0.7333333333333333
60000,0.9333333333333333,0.6666666666666666,0.0,0.0,0.7666666666666667,0.0,0.36666666666666664,0.5666666666666667,0.7333333333333333,0.7666666666666667,0.4666666666666667,0.36666666666666664,0.8,0.5333333333333333,0.0,0.6333333333333333,0.7333333333333333
70000,0.9,1.0,0.0,0.0,0.5666666666666667,0.0,0.16666666666666666,0.26666666666666666,0.7333333333333333,0.6666666666666666,0.36666666666666664,0.8,1.0,0.6333333333333333,0.0,0.7666666666666667,0.5666666666666667
80000,1.0,0.6666666666666666,0.0,0.0,0.9,0.0,0.7666666666666667,0.26666666666666666,1.0,1.0,0.26666666666666666,0.4666666666666667,0.9,0.6666666666666666,0.0,0.7666666666666667,0.9333333333333333
90000,0.9,0.7666666666666667,0.36666666666666664,0.0,0.8,0.0,1.0,0.23333333333333334,0.8666666666666667,1.0,0.6333333333333333,0.8666666666666667,0.4,0.9333333333333333,0.0,0.9333333333333333,0.8666666666666667
100000,0.9333333333333333,0.7,0.0,0.0,0.8666666666666667,0.0,0.5666666666666667,0.4666666666666667,1.0,0.9333333333333333,0.6333333333333333,0.6666666666666666,1.0,0.7666666666666667,0.0,1.0,0.8333333333333334
110000,0.8,1.0,0.0,0.1,1.0,0.0,0.6,0.5,0.8666666666666667,0.9333333333333333,0.6333333333333333,1.0,0.8666666666666667,0.4666666666666667,0.0,0.7333333333333333,0.6
120000,1.0,1.0,0.0,0.0,0.7666666666666667,0.0,0.9,0.3,0.8666666666666667,1.0,0.6333333333333333,0.5333333333333333,1.0,0.43333333333333335,0.0,0.9,0.9
130000,0.7666666666666667,0.8666666666666667,0.0,0.0,0.7666666666666667,0.0,0.9,0.4666666666666667,0.7666666666666667,1.0,0.8666666666666667,0.6666666666666666,0.7666666666666667,0.8,0.0,0.6333333333333333,0.4666666666666667
140000,1.0,1.0,0.0,0.0,0.6333333333333333,0.0,0.43333333333333335,0.5666666666666667,1.0,1.0,0.6666666666666666,0.8666666666666667,0.7,0.7,0.0,0.6666666666666666,1.0
150000,0.8333333333333334,0.9,0.0,0.0,1.0,0.0,0.9,0.8666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.3333333333333333,0.6,0.4666666666666667,0.0,1.0,0.7
160000,0.8666666666666667,1.0,0.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9,0.7666666666666667,1.0,0.5333333333333333,1.0,0.16666666666666666,0.0,0.7333333333333333,0.8333333333333334
170000,0.9333333333333333,0.9,0.0,0.0,1.0,0.0,1.0,0.7,1.0,0.8666666666666667,1.0,1.0,1.0,0.23333333333333334,0.0,1.0,0.9333333333333333
180000,1.0,0.9,0.0,0.0,1.0,0.0,0.8333333333333334,0.4666666666666667,0.8666666666666667,0.8666666666666667,0.7666666666666667,0.6666666666666666,1.0,0.0,0.0,0.9333333333333333,0.7
190000,0.9,1.0,0.0,0.0,1.0,0.0,1.0,0.5666666666666667,1.0,1.0,0.26666666666666666,0.7666666666666667,1.0,0.0,0.0,1.0,0.9333333333333333
200000,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.6666666666666666,1.0,0.8666666666666667,0.3333333333333333,0.6333333333333333,1.0,0.0,0.1,1.0,0.7
210000,0.8666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.6333333333333333,1.0,0.8666666666666667,0.4666666666666667,0.8666666666666667,1.0,0.0,0.1,1.0,1.0
220000,1.0,1.0,0.0,0.0,0.9,0.0,0.0,0.7666666666666667,1.0,1.0,0.16666666666666666,0.8666666666666667,0.9,0.0,0.0,1.0,0.9333333333333333
230000,0.8,1.0,0.0,0.0,0.7666666666666667,0.0,0.0,0.4666666666666667,1.0,0.6333333333333333,0.3,0.7,0.7666666666666667,0.0,0.0,1.0,0.9
240000,0.8666666666666667,0.7666666666666667,0.0,0.0,0.7666666666666667,0.0,0.0,0.4666666666666667,1.0,1.0,0.5666666666666667,0.4,0.8666666666666667,0.0,0.0,0.8666666666666667,0.9
250000,1.0,0.7666666666666667,0.0,0.0,1.0,0.0,1.0,0.7666666666666667,1.0,0.7666666666666667,0.26666666666666666,0.9333333333333333,0.9,0.0,0.0,1.0,0.9
250000,0.8666666666666667,0.7666666666666667,0.0,0.0,1.0,0.0,1.0,0.7666666666666667,1.0,0.7666666666666667,0.26666666666666666,0.9333333333333333,0.9,0.0,0.0,1.0,0.9
